"","club_name","player_name","age","position","club_involved_name","transfer_movement","fee_cleaned","league_name","year","transfer_loan"
"71953","FC Toulouse","Kelvin Amian",18,"Right-Back","FC Toulouse U19","in",0,"Ligue 1",2016,FALSE
"71954","AS Nancy-Lorraine","Alexis Busin",21,"Right Winger","Clermont Foot","in",0,"Ligue 1",2016,TRUE
"71956","Dijon FCO","Chang-hoon Kwon",22,"Right Winger","Suwon Bluewings","in",1.35,"Ligue 1",2016,FALSE
"71957","FC Metz","Fallou Diagne",27,"Centre-Back","Werder Bremen","in",0.36,"Ligue 1",2016,TRUE
"71958","FC Metz","Cheick Diabaté",28,"Centre-Forward","Osmanlispor","in",0,"Ligue 1",2016,TRUE
"71962","SL Benfica","Rafa Silva",23,"Left Midfield","Braga","in",14.4,"Liga Nos",2016,FALSE
"71963","SL Benfica","Konstantinos Mitroglou",28,"Centre-Forward","Fulham","in",6.3,"Liga Nos",2016,FALSE
"71964","SL Benfica","Franco Cervi",22,"Left Midfield","CA Rosario","in",5.13,"Liga Nos",2016,FALSE
"71965","SL Benfica","Oscar Benítez",23,"Left Winger","Lanús","in",3.96,"Liga Nos",2016,FALSE
"71966","SL Benfica","Guillermo Celis",23,"Defensive Midfield","Junior FC","in",2.07,"Liga Nos",2016,FALSE
"71967","SL Benfica","André Horta",19,"Attacking Midfield","Vitória Setúbal","in",0.36,"Liga Nos",2016,FALSE
"71968","SL Benfica","Andrija Zivkovic",19,"Right Winger","Partizan","in",0,"Liga Nos",2016,FALSE
"71969","SL Benfica","André Carrillo",25,"Right Winger","Sporting CP","in",0,"Liga Nos",2016,FALSE
"71970","SL Benfica","Danilo",20,"Defensive Midfield","Braga","in",0,"Liga Nos",2016,TRUE
"71971","SL Benfica","Diego Lopes",22,"Attacking Midfield","América-MG","in",0,"Liga Nos",2016,TRUE
"71972","SL Benfica","Daniel Candeias",28,"Right Winger","FC Metz","in",0,"Liga Nos",2016,TRUE
"71973","SL Benfica","Victor Andrade",20,"Left Winger","Vit. Guimarães","in",0,"Liga Nos",2016,TRUE
"71974","SL Benfica","Filip Djuricic",24,"Attacking Midfield","RSC Anderlecht","in",0,"Liga Nos",2016,TRUE
"71975","SL Benfica","Luis Fariña",25,"Attacking Midfield","U. de Chile","in",0,"Liga Nos",2016,TRUE
"71976","SL Benfica","Jorge Rojas",23,"Right Winger","Cerro Porteño","in",0,"Liga Nos",2016,TRUE
"71977","SL Benfica","Bryan Cristante",21,"Central Midfield","US Palermo","in",0,"Liga Nos",2016,TRUE
"71978","SL Benfica","Nélson Oliveira",24,"Centre-Forward","Nottm Forest","in",0,"Liga Nos",2016,TRUE
"71979","SL Benfica","Ola John",24,"Left Winger","Reading","in",0,"Liga Nos",2016,TRUE
"71980","SL Benfica","Bruno Varela",21,"Goalkeeper","Real Valladolid","in",0,"Liga Nos",2016,TRUE
"71981","SL Benfica","Bebé",25,"Left Winger","Rayo Vallecano","in",0,"Liga Nos",2016,TRUE
"71982","SL Benfica","Hany Mukhtar",21,"Attacking Midfield","RB Salzburg","in",0,"Liga Nos",2016,TRUE
"71983","SL Benfica","Marçal",27,"Left-Back","Gaziantepspor","in",0,"Liga Nos",2016,TRUE
"71984","SL Benfica","Rúben Amorim",31,"Central Midfield","Al-Wakrah SC","in",0,"Liga Nos",2016,TRUE
"71985","SL Benfica","Pelé",24,"Defensive Midfield","Paços Ferreira","in",0,"Liga Nos",2016,TRUE
"71986","SL Benfica","César Martins",23,"Centre-Back","Flamengo","in",0,"Liga Nos",2016,TRUE
"71987","SL Benfica","Diego Lopes",22,"Attacking Midfield","Kayserispor","in",0,"Liga Nos",2016,TRUE
"71988","SL Benfica","Derley",28,"Centre-Forward","Kayserispor","in",0,"Liga Nos",2016,TRUE
"71989","SL Benfica","Hélder Costa",22,"Right Winger","Monaco","in",0,"Liga Nos",2016,TRUE
"72017","Sporting CP","Bas Dost",27,"Centre-Forward","VfL Wolfsburg","in",10.67,"Liga Nos",2016,FALSE
"72018","Sporting CP","Alan Ruiz",22,"Attacking Midfield","San Lorenzo","in",4.36,"Liga Nos",2016,FALSE
"72019","Sporting CP","Bruno Paulista",20,"Defensive Midfield","EC Bahia","in",3.15,"Liga Nos",2016,FALSE
"72020","Sporting CP","Luc Castaignos",23,"Centre-Forward","E. Frankfurt","in",2.25,"Liga Nos",2016,FALSE
"72021","Sporting CP","Elias",31,"Central Midfield","Corinthians","in",2.25,"Liga Nos",2016,FALSE
"72022","Sporting CP","Lukas Spalvis",21,"Centre-Forward","Aalborg BK","in",1.45,"Liga Nos",2016,FALSE
"72023","Sporting CP","Radosav Petrovic",27,"Defensive Midfield","Dynamo Kyiv","in",0.9,"Liga Nos",2016,FALSE
"72024","Sporting CP","Douglas",28,"Centre-Back","Trabzonspor","in",0.9,"Liga Nos",2016,FALSE
"72025","Sporting CP","André",25,"Centre-Forward","Corinthians","in",0.9,"Liga Nos",2016,FALSE
"72026","Sporting CP","Marcelo Meli",24,"Central Midfield","Boca Juniors","in",0.243,"Liga Nos",2016,TRUE
"72027","Sporting CP","Beto",34,"Goalkeeper","Sevilla FC","in",0,"Liga Nos",2016,FALSE
"72028","Sporting CP","Joel Campbell",24,"Right Winger","Arsenal","in",0,"Liga Nos",2016,TRUE
"72029","Sporting CP","Lazar Markovic",22,"Right Winger","Liverpool","in",0,"Liga Nos",2016,TRUE
"72030","Sporting CP","Daniel Podence",20,"Left Winger","Sporting B","in",0,"Liga Nos",2016,FALSE
"72031","Sporting CP","João Palhinha",20,"Defensive Midfield","Sporting B","in",0,"Liga Nos",2016,FALSE
"72032","Sporting CP","Miguel Lopes",29,"Right-Back","Granada CF","in",0,"Liga Nos",2016,TRUE
"72033","Sporting CP","Simeon Slavchev",22,"Defensive Midfield","Apol. Limassol","in",0,"Liga Nos",2016,TRUE
"72034","Sporting CP","Wallyson Mallmann",22,"Defensive Midfield","OGC Nice","in",0,"Liga Nos",2016,TRUE
"72035","Sporting CP","Iuri Medeiros",21,"Right Winger","Moreirense","in",0,"Liga Nos",2016,TRUE
"72036","Sporting CP","Oriol Rosell",23,"Defensive Midfield","Vit. Guimarães","in",0,"Liga Nos",2016,TRUE
"72037","Sporting CP","Zakaria Labyad",23,"Attacking Midfield","Fulham","in",0,"Liga Nos",2016,TRUE
"72059","FC Porto","Felipe",27,"Centre-Back","Corinthians","in",7.38,"Liga Nos",2016,FALSE
"72060","FC Porto","Laurent Depoitre",27,"Centre-Forward","KAA Gent","in",6.3,"Liga Nos",2016,FALSE
"72061","FC Porto","Willy Boly",25,"Centre-Back","Braga","in",5.85,"Liga Nos",2016,FALSE
"72062","FC Porto","Alex Telles",23,"Left-Back","Galatasaray","in",5.85,"Liga Nos",2016,FALSE
"72063","FC Porto","Miguel Layún",28,"Right Midfield","Watford","in",5.4,"Liga Nos",2016,FALSE
"72064","FC Porto","Zé Manuel",25,"Centre-Forward","Boavista","in",0,"Liga Nos",2016,FALSE
"72065","FC Porto","João Carlos Teixeira",23,"Attacking Midfield","Liverpool","in",0,"Liga Nos",2016,FALSE
"72066","FC Porto","Diogo Jota",19,"Left Winger","Atlético Madrid","in",0,"Liga Nos",2016,TRUE
"72067","FC Porto","Óliver Torres",21,"Central Midfield","Atlético Madrid","in",0,"Liga Nos",2016,TRUE
"72068","FC Porto","Walter",27,"Centre-Forward","Atlético-PR","in",0,"Liga Nos",2016,TRUE
"72069","FC Porto","Rafa Soares",21,"Left-Back","FC Porto B","in",0,"Liga Nos",2016,FALSE
"72070","FC Porto","José Sá",23,"Goalkeeper","FC Porto B","in",0,"Liga Nos",2016,FALSE
"72071","FC Porto","Rafa Soares",22,"Left-Back","Rio Ave FC","in",0,"Liga Nos",2016,TRUE
"72072","FC Porto","André Silva",20,"Centre-Forward","FC Porto B","in",0,"Liga Nos",2016,FALSE
"72073","FC Porto","Gonçalo Paciência",22,"Centre-Forward","FC Porto B","in",0,"Liga Nos",2016,FALSE
"72074","FC Porto","Abdoulaye Ba",25,"Centre-Back","Fenerbahce","in",0,"Liga Nos",2016,TRUE
"72075","FC Porto","Nabil Ghilas",26,"Centre-Forward","Levante","in",0,"Liga Nos",2016,TRUE
"72076","FC Porto","Diego Reyes",23,"Centre-Back","Real Sociedad","in",0,"Liga Nos",2016,TRUE
"72077","FC Porto","Otávio",21,"Right Midfield","Vit. Guimarães","in",0,"Liga Nos",2016,TRUE
"72078","FC Porto","Andrés Fernández",29,"Goalkeeper","Granada CF","in",0,"Liga Nos",2016,TRUE
"72079","FC Porto","Sami",27,"Left Winger","Akhisar Belediye","in",0,"Liga Nos",2016,TRUE
"72080","FC Porto","Sinan Bolat",27,"Goalkeeper","Club Brugge","in",0,"Liga Nos",2016,TRUE
"72081","FC Porto","Tiago Rodrigues",24,"Attacking Midfield","Marítimo","in",0,"Liga Nos",2016,TRUE
"72082","FC Porto","Adrián López",28,"Centre-Forward","Villarreal","in",0,"Liga Nos",2016,TRUE
"72083","FC Porto","Hernâni",24,"Right Winger","Olympiacos","in",0,"Liga Nos",2016,TRUE
"72084","FC Porto","Josué",25,"Attacking Midfield","Braga","in",0,"Liga Nos",2016,TRUE
"72085","FC Porto","Maicon",27,"Centre-Back","São Paulo","in",0,"Liga Nos",2016,TRUE
"72110","SC Braga","Tomás Martínez",21,"Attacking Midfield","River Plate","in",1.17,"Liga Nos",2016,FALSE
"72111","SC Braga","Marko Bakic",22,"Central Midfield","Fiorentina","in",0.81,"Liga Nos",2016,FALSE
"72112","SC Braga","Lazar Rosic",23,"Centre-Back","Vojvodina","in",0.675,"Liga Nos",2016,FALSE
"72113","SC Braga","Luis Aguiar",30,"Central Midfield","Peñarol","in",0,"Liga Nos",2016,FALSE
"72114","SC Braga","Rui Fonte",26,"Centre-Forward","Benfica B","in",0,"Liga Nos",2016,FALSE
"72115","SC Braga","Ricardo Horta",21,"Left Winger","Málaga CF","in",0,"Liga Nos",2016,TRUE
"72116","SC Braga","Emiliano Velázquez",22,"Centre-Back","Atlético Madrid","in",0,"Liga Nos",2016,TRUE
"72117","SC Braga","Douglas Coutinho",22,"Centre-Forward","Atlético-PR","in",0,"Liga Nos",2016,TRUE
"72118","SC Braga","Oscar Benítez",23,"Left Winger","Benfica","in",0,"Liga Nos",2016,TRUE
"72119","SC Braga","Artur Jorge",22,"Centre-Back","Braga B","in",0,"Liga Nos",2016,FALSE
"72120","SC Braga","Xeka",21,"Central Midfield","Braga B","in",0,"Liga Nos",2016,FALSE
"72121","SC Braga","Wallace",21,"Centre-Back","Monaco","in",0,"Liga Nos",2016,TRUE
"72122","SC Braga","Vincent Sasso",25,"Centre-Back","Sheff Wed","in",0,"Liga Nos",2016,TRUE
"72123","SC Braga","João Pedro",30,"Right-Back","Apol. Limassol","in",0,"Liga Nos",2016,TRUE
"72124","SC Braga","Dolly Menga",23,"Centre-Forward","Tondela","in",0,"Liga Nos",2016,TRUE
"72125","SC Braga","Danilo",20,"Defensive Midfield","Valencia","in",0,"Liga Nos",2016,TRUE
"72126","SC Braga","Joãozinho",26,"Left-Back","União Madeira","in",0,"Liga Nos",2016,TRUE
"72127","SC Braga","Tiago Gomes",29,"Left-Back","FC Metz","in",0,"Liga Nos",2016,TRUE
"72128","SC Braga","Pedro Tiba",27,"Central Midfield","Real Valladolid","in",0,"Liga Nos",2016,TRUE
"72129","SC Braga","Fábio Martins",22,"Left Winger","Paços Ferreira","in",0,"Liga Nos",2016,TRUE
"72130","SC Braga","Rodrigo Battaglia",24,"Central Midfield","CA Rosario","in",0,"Liga Nos",2016,TRUE
"72131","SC Braga","Joan Román",23,"Left Winger","Nacional","in",0,"Liga Nos",2016,TRUE
"72132","SC Braga","Rodrigo Pinho",25,"Centre-Forward","Nacional","in",0,"Liga Nos",2016,TRUE
"72133","SC Braga","Stanislav Kritsyuk",25,"Goalkeeper","Krasnodar","in",0,"Liga Nos",2016,TRUE
"72134","SC Braga","Felipe Pardo",25,"Right Winger","Olympiacos","in",0,"Liga Nos",2016,TRUE
"72157","FC Arouca","Ânderson Luís",27,"Right-Back","Estoril","in",0,"Liga Nos",2016,FALSE
"72158","FC Arouca","Rafael Crivellaro",27,"Attacking Midfield","Wisla Kraków","in",0,"Liga Nos",2016,FALSE
"72159","FC Arouca","Vítor Costa",22,"Left-Back","Inter de Lages","in",0,"Liga Nos",2016,TRUE
"72160","FC Arouca","André Santos",27,"Defensive Midfield","FC Metz","in",0,"Liga Nos",2016,FALSE
"72161","FC Arouca","Sancidino Silva",22,"Left Winger","Benfica B","in",0,"Liga Nos",2016,FALSE
"72162","FC Arouca","Marlon de Jesús",24,"Centre-Forward","Monterrey","in",0,"Liga Nos",2016,TRUE
"72163","FC Arouca","Alex Azevedo",19,"Defensive Midfield","Arouca U19","in",0,"Liga Nos",2016,FALSE
"72164","FC Arouca","Lucas Colitto",21,"Left Winger","CA Unión","in",0,"Liga Nos",2016,TRUE
"72165","FC Arouca","Tucka",20,"Centre-Forward","Oliveirense","in",0,"Liga Nos",2016,TRUE
"72166","FC Arouca","Karl",23,"Central Midfield","Tondela","in",0,"Liga Nos",2016,TRUE
"72167","FC Arouca","Hugo Monteiro",31,"Right Winger","Anadia FC","in",0,"Liga Nos",2016,TRUE
"72168","FC Arouca","Lucas Colitto",22,"Left Winger","Defensores","in",0,"Liga Nos",2016,TRUE
"72181","Rio Ave FC","Rúben Ribeiro",28,"Left Winger","Boavista","in",0,"Liga Nos",2016,FALSE
"72182","Rio Ave FC","Gil Dias",19,"Right Winger","Monaco","in",0,"Liga Nos",2016,TRUE
"72183","Rio Ave FC","Nadjack",22,"Right-Back","Reus Deportiu","in",0,"Liga Nos",2016,FALSE
"72184","Rio Ave FC","Rafa Soares",21,"Left-Back","FC Porto","in",0,"Liga Nos",2016,TRUE
"72185","Rio Ave FC","Tafsir Chérif",21,"Left Winger","Monaco B","in",0,"Liga Nos",2016,TRUE
"72186","Rio Ave FC","Carlos Alves",18,"Goalkeeper","Rio Ave FC U19","in",0,"Liga Nos",2016,FALSE
"72187","Rio Ave FC","Tiago André",19,"Left-Back","Rio Ave FC U19","in",0,"Liga Nos",2016,FALSE
"72188","Rio Ave FC","Vitó",18,"Attacking Midfield","Rio Ave FC U19","in",0,"Liga Nos",2016,FALSE
"72189","Rio Ave FC","Jaime Pinto",18,"Right Winger","Rio Ave FC U19","in",0,"Liga Nos",2016,FALSE
"72190","Rio Ave FC","Óscar Barros",19,"Right-Back","Rio Ave FC U19","in",0,"Liga Nos",2016,FALSE
"72191","Rio Ave FC","William Jebor",25,"Centre-Forward","Wydad AC","in",0,"Liga Nos",2016,TRUE
"72192","Rio Ave FC","Filipe Almeida",18,"Centre-Back","Rio Ave FC U19","in",0,"Liga Nos",2016,FALSE
"72193","Rio Ave FC","Iuri Gomes",19,"Left Winger","Farense","in",0,"Liga Nos",2016,TRUE
"72194","Rio Ave FC","William Jebor",24,"Centre-Forward","Ponferradina","in",0,"Liga Nos",2016,TRUE
"72195","Rio Ave FC","Yonathan Del Valle",26,"Left Winger","Kasimpasa","in",0,"Liga Nos",2016,TRUE
"72196","Rio Ave FC","Silvério",20,"Centre-Back","Famalicão","in",0,"Liga Nos",2016,TRUE
"72197","Rio Ave FC","Filipe Augusto",22,"Defensive Midfield","Braga","in",0,"Liga Nos",2016,TRUE
"72198","Rio Ave FC","José Postiga",20,"Centre-Forward","Varzim","in",0,"Liga Nos",2016,TRUE
"72199","Rio Ave FC","Rafael Miranda",20,"Right Winger","FC Pedras Rubras","in",0,"Liga Nos",2016,TRUE
"72200","Rio Ave FC","Zé Pedro",23,"Centre-Forward","Académico Viseu","in",0,"Liga Nos",2016,TRUE
"72201","Rio Ave FC","Kizito",22,"Centre-Forward","Feirense","in",0,"Liga Nos",2016,TRUE
"72220","FC Paços de Ferreira","Rabiola",27,"Centre-Forward","Coimbra","in",0,"Liga Nos",2016,FALSE
"72221","FC Paços de Ferreira","Leandro Silva",22,"Central Midfield","FC Porto B","in",0,"Liga Nos",2016,TRUE
"72222","FC Paços de Ferreira","Ivo Rodrigues",21,"Left Winger","FC Porto B","in",0,"Liga Nos",2016,TRUE
"72223","FC Paços de Ferreira","Pedrinho",23,"Attacking Midfield","Freamunde","in",0,"Liga Nos",2016,FALSE
"72224","FC Paços de Ferreira","Yerjet Yerzat",23,"Goalkeeper","Gondomar","in",0,"Liga Nos",2016,FALSE
"72225","FC Paços de Ferreira","Shi Tang",21,"Left Winger","MZ Hakka","in",0,"Liga Nos",2016,TRUE
"72226","FC Paços de Ferreira","Ricardo Valente",25,"Left Winger","Vit. Guimarães","in",0,"Liga Nos",2016,TRUE
"72227","FC Paços de Ferreira","Pedro Monteiro",22,"Centre-Back","Braga B","in",0,"Liga Nos",2016,TRUE
"72228","FC Paços de Ferreira","Gleison",21,"Second Striker","FC Porto B","in",0,"Liga Nos",2016,TRUE
"72229","FC Paços de Ferreira","André Sousa",18,"Central Midfield","Paços F. U19","in",0,"Liga Nos",2016,FALSE
"72230","FC Paços de Ferreira","Francisco Afonso",19,"Right-Back","Paços F. U19","in",0,"Liga Nos",2016,FALSE
"72231","FC Paços de Ferreira","Raúl Almeida",18,"Centre-Forward","Paços F. U19","in",0,"Liga Nos",2016,FALSE
"72232","FC Paços de Ferreira","Bruno Sousa",20,"Right-Back","Oliveirense","in",0,"Liga Nos",2016,TRUE
"72233","FC Paços de Ferreira","Sodiq Fatai",20,"Right Winger","Gil Vicente","in",0,"Liga Nos",2016,TRUE
"72234","FC Paços de Ferreira","Vasco Rocha",27,"Central Midfield","Feirense","in",0,"Liga Nos",2016,TRUE
"72250","Estoril Praia","José Moreira",34,"Goalkeeper","Olhanense","in",0,"Liga Nos",2016,FALSE
"72251","Estoril Praia","João Afonso",26,"Centre-Back","Vit. Guimarães","in",0,"Liga Nos",2016,TRUE
"72252","Estoril Praia","Kléber",26,"Centre-Forward","BJ Sinobo Guoan","in",0,"Liga Nos",2016,FALSE
"72253","Estoril Praia","Tocantins",20,"Second Striker","Corinthians","in",0,"Liga Nos",2016,FALSE
"72254","Estoril Praia","Mattheus",21,"Attacking Midfield","Flamengo","in",0,"Liga Nos",2016,FALSE
"72255","Estoril Praia","Aílton",21,"Left-Back","Fluminense","in",0,"Liga Nos",2016,TRUE
"72256","Estoril Praia","Paulo Henrique",27,"Centre-Forward","SH Shenhua","in",0,"Liga Nos",2016,TRUE
"72257","Estoril Praia","Oumar Diakhité",22,"Centre-Back","Olhanense","in",0,"Liga Nos",2016,FALSE
"72258","Estoril Praia","João Basso",19,"Centre-Back","Paraná","in",0,"Liga Nos",2016,FALSE
"72259","Estoril Praia","Joel",24,"Left-Back","Mafra","in",0,"Liga Nos",2016,FALSE
"72260","Estoril Praia","Dmytro Yarchuk",22,"Defensive Midfield","Girnyk-Sport","in",0,"Liga Nos",2016,FALSE
"72261","Estoril Praia","Thiago Cardoso",24,"Centre-Back","Macaé","in",0,"Liga Nos",2016,FALSE
"72262","Estoril Praia","Luís Ribeiro",24,"Goalkeeper","Sporting B","in",0,"Liga Nos",2016,FALSE
"72263","Estoril Praia","Thierry Graça",21,"Goalkeeper","Benfica B","in",0,"Liga Nos",2016,FALSE
"72264","Estoril Praia","Bruno Gomes",20,"Centre-Forward","Internacional","in",0,"Liga Nos",2016,TRUE
"72265","Estoril Praia","Alisson Farias",20,"Left Midfield","Internacional","in",0,"Liga Nos",2016,TRUE
"72266","Estoril Praia","Konstantin Bazelyuk",23,"Centre-Forward","CSKA Moscow","in",0,"Liga Nos",2016,TRUE
"72267","Estoril Praia","Eduardo",23,"Attacking Midfield","Fluminense","in",0,"Liga Nos",2016,TRUE
"72268","Estoril Praia","João Lima",18,"Centre-Forward","Estoril U19","in",0,"Liga Nos",2016,FALSE
"72269","Estoril Praia","Diogo Baltazar",21,"Defensive Midfield","Sintrense","in",0,"Liga Nos",2016,TRUE
"72270","Estoril Praia","Wanderson",23,"Centre-Back","Atl. Reguengos","in",0,"Liga Nos",2016,TRUE
"72271","Estoril Praia","Rui Caniço",20,"Centre-Forward","Sintrense","in",0,"Liga Nos",2016,TRUE
"72272","Estoril Praia","Douglas Cordeiro",21,"Central Midfield","Olhanense","in",0,"Liga Nos",2016,TRUE
"72273","Estoril Praia","Lucas Morelatto",22,"Central Midfield","Olhanense","in",0,"Liga Nos",2016,TRUE
"72274","Estoril Praia","João Falque",22,"Centre-Forward","Olhanense","in",0,"Liga Nos",2016,TRUE
"72275","Estoril Praia","Billal Sebaihi",24,"Central Midfield","Tondela","in",0,"Liga Nos",2016,TRUE
"72276","Estoril Praia","Gladestony",22,"Central Midfield","FC Cartagena","in",0,"Liga Nos",2016,TRUE
"72277","Estoril Praia","Alex Kakuba",25,"Left-Back","Feirense","in",0,"Liga Nos",2016,TRUE
"72307","Belenenses SAD","Joel Pereira",20,"Goalkeeper","Man Utd U23","in",0,"Liga Nos",2016,TRUE
"72308","Belenenses SAD","Luís Silva",23,"Central Midfield","Nacional","in",0,"Liga Nos",2016,FALSE
"72309","Belenenses SAD","Domingos Duarte",21,"Centre-Back","Sporting B","in",0,"Liga Nos",2016,TRUE
"72310","Belenenses SAD","Florent Hanin",26,"Left-Back","FC St. Gallen","in",0,"Liga Nos",2016,FALSE
"72311","Belenenses SAD","Fernando Llorente",25,"Central Midfield","ACS Poli","in",0,"Liga Nos",2016,FALSE
"72312","Belenenses SAD","Dinis Almeida",21,"Centre-Back","Monaco B","in",0,"Liga Nos",2016,TRUE
"72313","Belenenses SAD","Mica Pinto",23,"Left-Back","Sporting B","in",0,"Liga Nos",2016,FALSE
"72314","Belenenses SAD","João Diogo",28,"Right-Back","Marítimo","in",0,"Liga Nos",2016,FALSE
"72315","Belenenses SAD","Gerso",25,"Left Winger","Estoril","in",0,"Liga Nos",2016,FALSE
"72316","Belenenses SAD","Vítor Gomes",28,"Central Midfield","Moreirense","in",0,"Liga Nos",2016,FALSE
"72317","Belenenses SAD","João Palhinha",21,"Defensive Midfield","Sporting CP","in",0,"Liga Nos",2016,TRUE
"72318","Belenenses SAD","André Moreira",20,"Goalkeeper","Atlético Madrid","in",0,"Liga Nos",2016,TRUE
"72319","Belenenses SAD","Oriol Rosell",23,"Defensive Midfield","Sporting CP","in",0,"Liga Nos",2016,TRUE
"72320","Belenenses SAD","Benny",19,"Right Winger","Belenenses U19","in",0,"Liga Nos",2016,FALSE
"72321","Belenenses SAD","Adélcio Varela",20,"Left-Back","Olhanense","in",0,"Liga Nos",2016,TRUE
"72322","Belenenses SAD","Gonçalo Tavares",19,"Right-Back","Belenenses U19","in",0,"Liga Nos",2016,FALSE
"72323","Belenenses SAD","Hassan Yebda",32,"Central Midfield","Without Club","in",0,"Liga Nos",2016,FALSE
"72324","Belenenses SAD","André Almeida",21,"Centre-Back","Oriental","in",0,"Liga Nos",2016,TRUE
"72325","Belenenses SAD","Mailó",24,"Centre-Forward","Covilhã","in",0,"Liga Nos",2016,TRUE
"72326","Belenenses SAD","Rafael Veloso",22,"Goalkeeper","Oriental","in",0,"Liga Nos",2016,TRUE
"72327","Belenenses SAD","André Teixeira",22,"Centre-Back","Mafra","in",0,"Liga Nos",2016,TRUE
"72328","Belenenses SAD","Tiago Duque",22,"Centre-Back","Olhanense","in",0,"Liga Nos",2016,TRUE
"72329","Belenenses SAD","Nuno Tomás",20,"Centre-Back","Sintrense","in",0,"Liga Nos",2016,TRUE
"72330","Belenenses SAD","Adélcio Varela",20,"Left-Back","Sintrense","in",0,"Liga Nos",2016,TRUE
"72331","Belenenses SAD","Diogo Ribeiro",25,"Centre-Forward","Covilhã","in",0,"Liga Nos",2016,TRUE
"72332","Belenenses SAD","Traquina",27,"Right Winger","Covilhã","in",0,"Liga Nos",2016,TRUE
"72333","Belenenses SAD","Betinho",22,"Centre-Forward","Sporting B","in",0,"Liga Nos",2016,TRUE
"72334","Belenenses SAD","Palmeira",26,"Centre-Back","Casa Pia","in",0,"Liga Nos",2016,TRUE
"72335","Belenenses SAD","Rafael Floro",22,"Left-Back","Almancilense","in",0,"Liga Nos",2016,TRUE
"72336","Belenenses SAD","Gonçalo Gregório",21,"Centre-Forward","Casa Pia","in",0,"Liga Nos",2016,TRUE
"72337","Belenenses SAD","Ricardo Fernandes",21,"Goalkeeper","Anadia FC","in",0,"Liga Nos",2016,TRUE
"72338","Belenenses SAD","Ruizinho",27,"Central Midfield","Casa Pia","in",0,"Liga Nos",2016,TRUE
"72366","Vitória Guimarães SC","Tiquinho Soares",25,"Centre-Forward","Paraibano-PB","in",0,"Liga Nos",2016,TRUE
"72367","Vitória Guimarães SC","Moussa Marega",25,"Second Striker","FC Porto","in",0,"Liga Nos",2016,TRUE
"72368","Vitória Guimarães SC","João Aurélio",27,"Right-Back","Nacional","in",0,"Liga Nos",2016,FALSE
"72369","Vitória Guimarães SC","Rúben",26,"Left-Back","Marítimo","in",0,"Liga Nos",2016,FALSE
"72370","Vitória Guimarães SC","Hernâni",25,"Right Winger","FC Porto","in",0,"Liga Nos",2016,TRUE
"72371","Vitória Guimarães SC","Georgemy",20,"Goalkeeper","Cruzeiro","in",0,"Liga Nos",2016,TRUE
"72372","Vitória Guimarães SC","Paolo Hurtado",26,"Attacking Midfield","Reading","in",0,"Liga Nos",2016,TRUE
"72373","Vitória Guimarães SC","Prince Gouano",22,"Centre-Back","Atalanta","in",0,"Liga Nos",2016,TRUE
"72374","Vitória Guimarães SC","Bernard Mensah",21,"Attacking Midfield","Atlético Madrid","in",0,"Liga Nos",2016,TRUE
"72375","Vitória Guimarães SC","Raphinha",19,"Right Winger","Guimarães B","in",0,"Liga Nos",2016,FALSE
"72376","Vitória Guimarães SC","David Texeira",25,"Centre-Forward","Without Club","in",0,"Liga Nos",2016,FALSE
"72377","Vitória Guimarães SC","Ricardo Gomes",24,"Centre-Forward","Nacional","in",0,"Liga Nos",2016,TRUE
"72378","Vitória Guimarães SC","Tomané",23,"Centre-Forward","MSV Duisburg","in",0,"Liga Nos",2016,TRUE
"72379","Vitória Guimarães SC","Inters Gui",23,"Attacking Midfield","Coimbra","in",0,"Liga Nos",2016,TRUE
"72402","CD Nacional","Nelson Bonilla",25,"Centre-Forward","Zira FC","in",0.09,"Liga Nos",2016,FALSE
"72403","CD Nacional","Vítor São Bento",23,"Goalkeeper","Farense","in",0,"Liga Nos",2016,FALSE
"72404","CD Nacional","Okacha Hamzaoui",25,"Centre-Forward","MO Béjaïa","in",0,"Liga Nos",2016,FALSE
"72405","CD Nacional","Luís Silva",23,"Central Midfield","Chaves","in",0,"Liga Nos",2016,FALSE
"72406","CD Nacional","Tiago Rodrigues",24,"Attacking Midfield","FC Porto","in",0,"Liga Nos",2016,TRUE
"72407","CD Nacional","Ohoulo Framelin",19,"Goalkeeper","Alcanenense","in",0,"Liga Nos",2016,FALSE
"72408","CD Nacional","César Martins",23,"Centre-Back","Benfica","in",0,"Liga Nos",2016,TRUE
"72409","CD Nacional","Ricardo Gomes",24,"Centre-Forward","Vit. Guimarães","in",0,"Liga Nos",2016,FALSE
"72410","CD Nacional","Víctor García",22,"Right-Back","FC Porto B","in",0,"Liga Nos",2016,TRUE
"72411","CD Nacional","Roniel",22,"Right Winger","Anápolis-GO","in",0,"Liga Nos",2016,TRUE
"72412","CD Nacional","Tobias Figueiredo",22,"Centre-Back","Sporting CP","in",0,"Liga Nos",2016,TRUE
"72413","CD Nacional","Sinan Bolat",27,"Goalkeeper","FC Porto B","in",0,"Liga Nos",2016,TRUE
"72414","CD Nacional","Vítor Hugo",21,"Defensive Midfield","Angra-RJ","in",0,"Liga Nos",2016,TRUE
"72415","CD Nacional","Rodrigo Alírio",18,"Centre-Back","Nacional U19","in",0,"Liga Nos",2016,FALSE
"72416","CD Nacional","João Marna",19,"Centre-Forward","Nacional U19","in",0,"Liga Nos",2016,FALSE
