"","club_name","player_name","age","position","club_involved_name","transfer_movement","fee_cleaned","league_name","year","transfer_loan"
"47361","FC Porto","Mamadou Loum",22,"Defensive Midfield","Braga","out",0,"Liga Nos",2019,TRUE
"47390","Sporting CP","Raphinha",22,"Right Winger","Stade Rennais","out",18.9,"Liga Nos",2019,FALSE
"47391","Sporting CP","Thierry Correia",20,"Right-Back","Valencia","out",10.8,"Liga Nos",2019,FALSE
"47392","Sporting CP","Bas Dost",30,"Centre-Forward","E. Frankfurt","out",6.3,"Liga Nos",2019,FALSE
"47393","Sporting CP","Domingos Duarte",24,"Centre-Back","Granada CF","out",2.7,"Liga Nos",2019,FALSE
"47394","Sporting CP","Jonathan Silva",25,"Left-Back","CD Leganés","out",2.43,"Liga Nos",2019,FALSE
"47395","Sporting CP","Iuri Medeiros",25,"Right Winger","1.FC Nuremberg","out",1.8,"Liga Nos",2019,FALSE
"47396","Sporting CP","Matheus Pereira",23,"Right Winger","West Brom","out",0.72,"Liga Nos",2019,TRUE
"47397","Sporting CP","Carlos Mané",25,"Right Winger","Rio Ave FC","out",0.675,"Liga Nos",2019,FALSE
"47398","Sporting CP","André Geraldes",28,"Right-Back","M. Tel Aviv","out",0.135,"Liga Nos",2019,TRUE
"47399","Sporting CP","André Pinto",29,"Centre-Back","Al-Fateh","out",0,"Liga Nos",2019,FALSE
"47400","Sporting CP","Ary Papel",25,"Second Striker","1º de Agosto","out",0,"Liga Nos",2019,FALSE
"47401","Sporting CP","Romain Salin",34,"Goalkeeper","Stade Rennais","out",0,"Liga Nos",2019,FALSE
"47402","Sporting CP","Leonardo Ruiz",23,"Centre-Forward","Varzim","out",0.023,"Liga Nos",2019,TRUE
"47403","Sporting CP","Abdoulay Diaby",28,"Right Winger","Besiktas","out",0,"Liga Nos",2019,TRUE
"47404","Sporting CP","Bruno Gaspar",26,"Right-Back","Olympiacos","out",0,"Liga Nos",2019,TRUE
"47405","Sporting CP","Gelson Dala",23,"Second Striker","Antalyaspor","out",0,"Liga Nos",2019,TRUE
"47406","Sporting CP","Chico Geraldes",24,"Attacking Midfield","AEK Athens","out",0,"Liga Nos",2019,TRUE
"47407","Sporting CP","Filipe Chaby",25,"Attacking Midfield","Coimbra","out",0,"Liga Nos",2019,TRUE
"47408","Sporting CP","Lumor",22,"Left-Back","RCD Mallorca","out",0,"Liga Nos",2019,TRUE
"47409","Sporting CP","Alan Ruiz",25,"Attacking Midfield","Aldosivi","out",0,"Liga Nos",2019,TRUE
"47410","Sporting CP","Jefferson",31,"Left-Back","Without Club","out",0,"Liga Nos",2019,FALSE
"47411","Sporting CP","Jesé",27,"Left Winger","Paris SG","out",0,"Liga Nos",2019,TRUE
"47412","Sporting CP","Yannick Bolasie",30,"Left Winger","Everton","out",0,"Liga Nos",2019,TRUE
"47413","Sporting CP","Emiliano Viviano",33,"Goalkeeper","Without Club","out",0,"Liga Nos",2019,FALSE
"47414","Sporting CP","Nemanja Gudelj",27,"Defensive Midfield","GZ Evergrande","out",0,"Liga Nos",2019,TRUE
"47436","SC Braga","Pedro Neto",19,"Left Winger","Lazio","out",9.9,"Liga Nos",2019,FALSE
"47437","SC Braga","Mamadou Loum",22,"Defensive Midfield","FC Porto","out",6.75,"Liga Nos",2019,FALSE
"47438","SC Braga","Dyego Sousa",29,"Centre-Forward","SZ FC","out",4.86,"Liga Nos",2019,FALSE
"47439","SC Braga","Bruno Jordão",20,"Central Midfield","Lazio","out",4.77,"Liga Nos",2019,FALSE
"47440","SC Braga","Marko Bakic",25,"Central Midfield","Mouscron","out",0.54,"Liga Nos",2019,FALSE
"47441","SC Braga","Marafona",32,"Goalkeeper","Alanyaspor","out",0,"Liga Nos",2019,FALSE
"47442","SC Braga","Marcelo Goiano",31,"Right-Back","Sivasspor","out",0,"Liga Nos",2019,FALSE
"47443","SC Braga","Luther Singh",22,"Right Winger","Moreirense","out",0,"Liga Nos",2019,TRUE
"47444","SC Braga","Nikola Stojiljkovic",26,"Centre-Forward","Boavista","out",0,"Liga Nos",2019,TRUE
"47445","SC Braga","Eduardo",26,"Attacking Midfield","AO Xanthi","out",0,"Liga Nos",2019,TRUE
"47446","SC Braga","Andrej Lukic",25,"Centre-Back","Sheriff","out",0,"Liga Nos",2019,TRUE
"47447","SC Braga","Crislan",27,"Centre-Forward","Shonan Bellmare","out",0,"Liga Nos",2019,TRUE
"47448","SC Braga","Diogo Figueiras",28,"Right-Back","Rio Ave FC","out",0,"Liga Nos",2019,TRUE
"47449","SC Braga","Alef",24,"Defensive Midfield","APOEL Nicosia","out",0,"Liga Nos",2019,TRUE
"47450","SC Braga","Fábio Martins",25,"Left Winger","Famalicão","out",0,"Liga Nos",2019,TRUE
"47451","SC Braga","Ricardo Ryller",25,"Central Midfield","RB Bragantino","out",0,"Liga Nos",2019,TRUE
"47452","SC Braga","Eduardo",37,"Goalkeeper","Retired","out",0,"Liga Nos",2019,FALSE
"47453","SC Braga","Ricardo Ferreira",26,"Centre-Back","Without Club","out",0,"Liga Nos",2019,FALSE
"47454","SC Braga","Aílton",24,"Left-Back","VfB Stuttgart","out",0,"Liga Nos",2019,TRUE
"47474","Vitória Guimarães SC","Tyler Boyd",24,"Left Winger","Besiktas","out",2.16,"Liga Nos",2019,FALSE
"47475","Vitória Guimarães SC","João Afonso",29,"Centre-Back","Santa Clara","out",0,"Liga Nos",2019,FALSE
"47476","Vitória Guimarães SC","João Vigário",23,"Left-Back","Tondela","out",0,"Liga Nos",2019,FALSE
"47477","Vitória Guimarães SC","Tozé",26,"Attacking Midfield","Al-Nasr","out",0,"Liga Nos",2019,FALSE
"47478","Vitória Guimarães SC","Marcos Valente",25,"Centre-Back","Estoril","out",0,"Liga Nos",2019,TRUE
"47479","Vitória Guimarães SC","Sebastián Rincón",25,"Right Winger","Aldosivi","out",0,"Liga Nos",2019,TRUE
"47480","Vitória Guimarães SC","Óscar Estupiñán",22,"Centre-Forward","Denizlispor","out",0,"Liga Nos",2019,TRUE
"47481","Vitória Guimarães SC","Kiko",22,"Central Midfield","Guimarães B","out",0,"Liga Nos",2019,FALSE
"47482","Vitória Guimarães SC","Pêpê",22,"Central Midfield","Benfica B","out",0,"Liga Nos",2019,TRUE
"47483","Vitória Guimarães SC","Yordan Osorio",25,"Centre-Back","FC Porto","out",0,"Liga Nos",2019,TRUE
"47484","Vitória Guimarães SC","Dodô",20,"Right-Back","Shakhtar D.","out",0,"Liga Nos",2019,TRUE
"47485","Vitória Guimarães SC","Mattheus",24,"Attacking Midfield","Sporting CP","out",0,"Liga Nos",2019,TRUE
"47498","Rio Ave FC","Léo Jardim",24,"Goalkeeper","LOSC Lille","out",5.4,"Liga Nos",2019,FALSE
"47499","Rio Ave FC","Carlos Jr.",23,"Left Winger","Santa Clara","out",0,"Liga Nos",2019,FALSE
"47500","Rio Ave FC","Murilo",23,"Left Winger","Paços Ferreira","out",0,"Liga Nos",2019,FALSE
"47501","Rio Ave FC","Jonathan Buatu",25,"Centre-Back","Mouscron","out",0,"Liga Nos",2019,TRUE
"47502","Rio Ave FC","Said Ahmed Said",26,"Centre-Forward","KSC Lokeren","out",0,"Liga Nos",2019,TRUE
"47503","Rio Ave FC","Fábio Coentrão",31,"Left-Back","Without Club","out",0,"Liga Nos",2019,FALSE
"47504","Rio Ave FC","Damien Furtado",22,"Left Winger","Rio Ave U23","out",0,"Liga Nos",2019,FALSE
"47505","Rio Ave FC","Miguel Rodrigues",26,"Centre-Back","Rio Ave U23","out",0,"Liga Nos",2019,FALSE
"47506","Rio Ave FC","Joca",23,"Attacking Midfield","Rio Ave U23","out",0,"Liga Nos",2019,FALSE
"47507","Rio Ave FC","Gelson Dala",22,"Second Striker","Sporting CP","out",0,"Liga Nos",2019,TRUE
"47508","Rio Ave FC","Léo Jardim",24,"Goalkeeper","Grêmio","out",0,"Liga Nos",2019,TRUE
"47509","Rio Ave FC","Junio",22,"Right-Back","Internacional","out",0,"Liga Nos",2019,TRUE
"47510","Rio Ave FC","Galeno",21,"Left Winger","FC Porto","out",0,"Liga Nos",2019,TRUE
"47511","Rio Ave FC","Murilo",23,"Left Winger","Mirassol-SP","out",0,"Liga Nos",2019,TRUE
"47512","Rio Ave FC","Rúben Semedo",25,"Centre-Back","Villarreal","out",0,"Liga Nos",2019,TRUE
"47524","CS Marítimo","Jean Cleber",29,"Central Midfield","CSA","out",0,"Liga Nos",2019,TRUE
"47525","CS Marítimo","Nikolaos Ioannidis",25,"Centre-Forward","Doxa Dramas","out",0,"Liga Nos",2019,FALSE
"47526","CS Marítimo","Rafael Broetto",28,"Goalkeeper","FK Panevezys","out",0,"Liga Nos",2019,FALSE
"47527","CS Marítimo","Coronas",28,"Right-Back","Penafiel","out",0,"Liga Nos",2019,FALSE
"47528","CS Marítimo","João Gamboa",22,"Defensive Midfield","Chaves","out",0,"Liga Nos",2019,TRUE
"47529","CS Marítimo","Fabrício Baiano",27,"Defensive Midfield","Genclerbirligi","out",0,"Liga Nos",2019,TRUE
"47530","CS Marítimo","Lucas Áfrico",24,"Centre-Back","Estoril","out",0,"Liga Nos",2019,TRUE
"47531","CS Marítimo","Gildo Vilanculos",24,"Right Winger","Marítimo B","out",0,"Liga Nos",2019,FALSE
"47532","CS Marítimo","Josip Vukovic",28,"Defensive Midfield","Without Club","out",0,"Liga Nos",2019,FALSE
"47533","CS Marítimo","Aloisio Neto",21,"Defensive Midfield","Marítimo B","out",0,"Liga Nos",2019,FALSE
"47534","CS Marítimo","Joel Tagueu",25,"Centre-Forward","Cruzeiro","out",0,"Liga Nos",2019,TRUE
"47546","Vitória Setúbal FC","Jhonder Cádiz",23,"Centre-Forward","Benfica","out",2.25,"Liga Nos",2019,FALSE
"47547","Vitória Setúbal FC","Jin An",20,"Defensive Midfield","Armacenenses","out",0,"Liga Nos",2019,FALSE
"47548","Vitória Setúbal FC","Allef",24,"Centre-Forward","Baltika","out",0,"Liga Nos",2019,FALSE
"47549","Vitória Setúbal FC","Valdu Té",21,"Centre-Forward","Arouca","out",0,"Liga Nos",2019,TRUE
"47550","Vitória Setúbal FC","Cristiano Figueiredo",28,"Goalkeeper","Hermannstadt","out",0,"Liga Nos",2019,FALSE
"47551","Vitória Setúbal FC","Rafinha",27,"Attacking Midfield","Louletano","out",0,"Liga Nos",2019,FALSE
"47552","Vitória Setúbal FC","Jacob Adebanjo",25,"Defensive Midfield","Sepsi OSK","out",0,"Liga Nos",2019,FALSE
"47553","Vitória Setúbal FC","Rúben Micael",32,"Central Midfield","Nacional","out",0,"Liga Nos",2019,FALSE
"47554","Vitória Setúbal FC","Sávio Roberto",23,"Defensive Midfield","Casa Pia","out",0,"Liga Nos",2019,FALSE
"47555","Vitória Setúbal FC","Alex",27,"Left Winger","Vitória FC U23","out",0,"Liga Nos",2019,FALSE
"47556","Vitória Setúbal FC","Nabil Ghilas",30,"Centre-Forward","Without Club","out",0,"Liga Nos",2019,FALSE
"47557","Vitória Setúbal FC","Mikel Agu",26,"Defensive Midfield","FC Porto","out",0,"Liga Nos",2019,TRUE
"47577","Belenenses SAD","Reinildo Mandava",25,"Left-Back","LOSC Lille","out",2.7,"Liga Nos",2019,FALSE
"47578","Belenenses SAD","Matija Ljujic",25,"Attacking Midfield","Bnei Yehuda","out",0,"Liga Nos",2019,FALSE
"47579","Belenenses SAD","Mika",28,"Goalkeeper","Coimbra","out",0,"Liga Nos",2019,FALSE
"47580","Belenenses SAD","Muriel",32,"Goalkeeper","Fluminense","out",0,"Liga Nos",2019,FALSE
"47581","Belenenses SAD","Tiago Caeiro",35,"Centre-Forward","CD Fátima","out",0,"Liga Nos",2019,FALSE
"47582","Belenenses SAD","Pierre Sagna",28,"Right-Back","Panetolikos","out",0,"Liga Nos",2019,FALSE
"47583","Belenenses SAD","Diogo Viana",29,"Right-Back","Braga","out",0,"Liga Nos",2019,FALSE
"47584","Belenenses SAD","Vincent Sasso",28,"Centre-Back","Servette FC","out",0,"Liga Nos",2019,FALSE
"47585","Belenenses SAD","Alhassane Keita",27,"Centre-Forward","Al-Riffa SC","out",0,"Liga Nos",2019,TRUE
"47586","Belenenses SAD","Gonçalo Tavares",22,"Right-Back","Recre Granada","out",0,"Liga Nos",2019,TRUE
"47587","Belenenses SAD","Guilherme Oliveira",24,"Goalkeeper","CD Fátima","out",0,"Liga Nos",2019,TRUE
"47588","Belenenses SAD","Filipe Mendes",34,"Goalkeeper","Casa Pia","out",0,"Liga Nos",2019,TRUE
"47589","Belenenses SAD","Nicolás Vélez",29,"Second Striker","Without Club","out",0,"Liga Nos",2019,FALSE
"47590","Belenenses SAD","Merlin Tandjigora",29,"Central Midfield","Without Club","out",0,"Liga Nos",2019,FALSE
"47591","Belenenses SAD","Thibang Phete",26,"Defensive Midfield","Famalicão","out",0,"Liga Nos",2019,TRUE
"47592","Belenenses SAD","Ousmane Dramé",26,"Left Winger","Without Club","out",0,"Liga Nos",2019,FALSE
"47593","Belenenses SAD","Luís Silva",20,"Centre-Back","Belenenses U23","out",0,"Liga Nos",2019,FALSE
"47594","Belenenses SAD","Tiago Caeiro",35,"Centre-Forward","Without Club","out",0,"Liga Nos",2019,FALSE
"47595","Belenenses SAD","Eduardo Henrique",24,"Defensive Midfield","Internacional","out",0,"Liga Nos",2019,TRUE
"47596","Belenenses SAD","Henrique Almeida",28,"Centre-Forward","Grêmio","out",0,"Liga Nos",2019,TRUE
"47597","Belenenses SAD","Dálcio",23,"Attacking Midfield","Benfica B","out",0,"Liga Nos",2019,TRUE
"47614","Boavista FC","Gonçalo Cardoso",18,"Centre-Back","West Ham","out",2.7,"Liga Nos",2019,FALSE
"47615","Boavista FC","Rafa Lopes",27,"Centre-Forward","Cracovia","out",0,"Liga Nos",2019,FALSE
"47616","Boavista FC","Samu",23,"Central Midfield","Vizela","out",0,"Liga Nos",2019,FALSE
"47617","Boavista FC","André Claro",28,"Second Striker","Coimbra","out",0,"Liga Nos",2019,FALSE
"47618","Boavista FC","Ibra Koneh",24,"Right Winger","Ethnikos","out",0,"Liga Nos",2019,FALSE
"47619","Boavista FC","Aymen Tahar",29,"Central Midfield","Panetolikos","out",0,"Liga Nos",2019,FALSE
"47620","Boavista FC","Federico Falcone",29,"Centre-Forward","Birkirkara FC","out",0,"Liga Nos",2019,FALSE
"47621","Boavista FC","Joao Talocha",29,"Left-Back","Atromitos Athen","out",0,"Liga Nos",2019,FALSE
"47622","Boavista FC","Fábio Espinho",34,"Attacking Midfield","Feirense","out",0,"Liga Nos",2019,FALSE
"47623","Boavista FC","Iván Bulos",26,"Centre-Forward","Hajduk Split","out",0,"Liga Nos",2019,FALSE
"47624","Boavista FC","Jeka",21,"Centre-Forward","Casa Pia","out",0,"Liga Nos",2019,TRUE
"47625","Boavista FC","William Menezes",30,"Goalkeeper","Without Club","out",0,"Liga Nos",2019,FALSE
"47626","Boavista FC","Assis",29,"Goalkeeper","Without Club","out",0,"Liga Nos",2019,FALSE
"47627","Boavista FC","Matheus Índio",23,"Right Midfield","Estoril","out",0,"Liga Nos",2019,TRUE
"47628","Boavista FC","Jubal",25,"Centre-Back","Arouca","out",0,"Liga Nos",2019,TRUE
"47644","Moreirense FC","Chiquinho",23,"Second Striker","Benfica","out",3.6,"Liga Nos",2019,FALSE
"47645","Moreirense FC","Elsinho",23,"Attacking Midfield","SG Sacavenense","out",0,"Liga Nos",2019,TRUE
"47646","Moreirense FC","Alan Schons",26,"Defensive Midfield","Penafiel","out",0,"Liga Nos",2019,FALSE
"47647","Moreirense FC","Arsénio",29,"Right Winger","Al-Feiha","out",0,"Liga Nos",2019,FALSE
"47648","Moreirense FC","João Sousa",25,"Centre-Back","Louletano","out",0,"Liga Nos",2019,TRUE
"47649","Moreirense FC","Marcelo Araújo",19,"Central Midfield","Felgueiras","out",0,"Liga Nos",2019,FALSE
"47650","Moreirense FC","Rúben Ramos",20,"Defensive Midfield","Felgueiras","out",0,"Liga Nos",2019,TRUE
"47651","Moreirense FC","Iddriss Mohammed",18,"Central Midfield","Felgueiras","out",0,"Liga Nos",2019,TRUE
"47652","Moreirense FC","Bruno Silva",27,"Left-Back","Felgueiras","out",0,"Liga Nos",2019,TRUE
"47653","Moreirense FC","Ricardo Almeida",22,"Centre-Forward","Berço","out",0,"Liga Nos",2019,TRUE
"47654","Moreirense FC","Malik Abubakari",19,"Centre-Forward","Fafe","out",0,"Liga Nos",2019,TRUE
"47655","Moreirense FC","Gustavo Moura",23,"Centre-Forward","Cova Piedade","out",0,"Liga Nos",2019,TRUE
"47656","Moreirense FC","Caleb Gomina",22,"Centre-Forward","Gondomar","out",0,"Liga Nos",2019,TRUE
"47657","Moreirense FC","Pato Rodríguez",29,"Right Winger","Without Club","out",0,"Liga Nos",2019,FALSE
"47658","Moreirense FC","Rúben Lima",29,"Left-Back","Without Club","out",0,"Liga Nos",2019,FALSE
"47659","Moreirense FC","Neto",27,"Attacking Midfield","São Caetano","out",0,"Liga Nos",2019,TRUE
"47660","Moreirense FC","Heriberto Tavares",22,"Left Winger","Benfica B","out",0,"Liga Nos",2019,TRUE
"47661","Moreirense FC","Ivanildo Fernandes",23,"Centre-Back","Sporting CP U23","out",0,"Liga Nos",2019,TRUE
"47662","Moreirense FC","Mamadou Loum",22,"Defensive Midfield","Braga","out",0,"Liga Nos",2019,TRUE
"47680","CD Tondela","Tomané",26,"Centre-Forward","Red Star","out",0.675,"Liga Nos",2019,FALSE
"47681","CD Tondela","João Vasco",24,"Centre-Forward","Olhanense","out",0,"Liga Nos",2019,FALSE
"47682","CD Tondela","David Bruno",27,"Right-Back","Astra Giurgiu","out",0,"Liga Nos",2019,FALSE
"47683","CD Tondela","Nego Tembeng",27,"Defensive Midfield","Estoril","out",0,"Liga Nos",2019,FALSE
"47684","CD Tondela","Ricardo Costa",38,"Centre-Back","Boavista","out",0,"Liga Nos",2019,FALSE
"47685","CD Tondela","Joãozinho",29,"Left-Back","APOEL Nicosia","out",0,"Liga Nos",2019,FALSE
"47686","CD Tondela","Adílio Varela",22,"Right Winger","Amora FC","out",0,"Liga Nos",2019,FALSE
"47687","CD Tondela","Joel Sousa",19,"Goalkeeper","Molelos","out",0,"Liga Nos",2019,TRUE
"47688","CD Tondela","João Mendes",24,"Attacking Midfield","Coimbra","out",0,"Liga Nos",2019,TRUE
"47689","CD Tondela","Juan Delgado",26,"Right Winger","Gimnàstic","out",0,"Liga Nos",2019,TRUE
"47690","CD Tondela","Pablo Sabbag",22,"Centre-Forward","Deportivo Cali","out",0,"Liga Nos",2019,TRUE
"47691","CD Tondela","João Mendes",24,"Attacking Midfield","Oliveirense","out",0,"Liga Nos",2019,TRUE
"47692","CD Tondela","Cristian Arango",24,"Centre-Forward","Benfica B","out",0,"Liga Nos",2019,TRUE
"47693","CD Tondela","Sergio Peña",23,"Attacking Midfield","Granada CF","out",0,"Liga Nos",2019,TRUE
"47694","CD Tondela","Jorge Fernandes",22,"Centre-Back","FC Porto","out",0,"Liga Nos",2019,TRUE
"47706","CD Santa Clara","Kaio",23,"Centre-Back","Krasnodar","out",2.7,"Liga Nos",2019,FALSE
"47707","CD Santa Clara","Minhoca",31,"Attacking Midfield","Varzim","out",0,"Liga Nos",2019,FALSE
"47708","CD Santa Clara","Serginho",36,"Goalkeeper","Varzim","out",0,"Liga Nos",2019,FALSE
"47709","CD Santa Clara","Miguel Machado",20,"Forward","Castelo Branco","out",0,"Liga Nos",2019,FALSE
"47710","CD Santa Clara","Rodolfo Cardoso",21,"Goalkeeper","Louletano","out",0,"Liga Nos",2019,TRUE
"47711","CD Santa Clara","Ousmane Sountoura",24,"Attacking Midfield","Casa Pia","out",0,"Liga Nos",2019,FALSE
"47712","CD Santa Clara","Pedro Pacheco",35,"Central Midfield","SC Ideal","out",0,"Liga Nos",2019,FALSE
"47713","CD Santa Clara","Diogo Motty",19,"Left Winger","Castelo Branco","out",0,"Liga Nos",2019,TRUE
"47714","CD Santa Clara","Rodrigo Simão",18,"Centre-Forward","Castelo Branco","out",0,"Liga Nos",2019,TRUE
"47715","CD Santa Clara","Ricardinho",21,"Attacking Midfield","Praiense","out",0,"Liga Nos",2019,TRUE
"47716","CD Santa Clara","Steven Pereira",25,"Centre-Back","Académico Viseu","out",0,"Liga Nos",2019,TRUE
"47717","CD Santa Clara","Clemente",35,"Centre-Forward","Retired","out",0,"Liga Nos",2019,FALSE
"47718","CD Santa Clara","Accioly",38,"Centre-Back","Retired","out",0,"Liga Nos",2019,FALSE
"47719","CD Santa Clara","Zé Augusto",23,"Defensive Midfield","Career break","out",0,"Liga Nos",2019,FALSE
"47720","CD Santa Clara","Rui Silva",23,"Right-Back","Braga B","out",0,"Liga Nos",2019,TRUE
"47721","CD Santa Clara","Martin Chrien",23,"Central Midfield","Benfica B","out",0,"Liga Nos",2019,TRUE
"47739","Desportivo Aves","Luquinhas",22,"Attacking Midfield","Legia Warszawa","out",0.36,"Liga Nos",2019,FALSE
"47740","Desportivo Aves","Maringá",28,"Goalkeeper","Vilafranquense","out",0,"Liga Nos",2019,FALSE
"47741","Desportivo Aves","Youssouf Sow",26,"Right Winger","Torreense","out",0,"Liga Nos",2019,TRUE
"47742","Desportivo Aves","Braga",36,"Right Midfield","Leixões","out",0,"Liga Nos",2019,FALSE
"47743","Desportivo Aves","Jorge Fellipe",30,"Centre-Back","Damac FC","out",0,"Liga Nos",2019,FALSE
"47744","Desportivo Aves","José Ricardo",20,"Left-Back","Feirense","out",0,"Liga Nos",2019,FALSE
"47745","Desportivo Aves","Rodrigo",26,"Right-Back","PAOK Salonika","out",0,"Liga Nos",2019,FALSE
"47746","Desportivo Aves","Anderson Zangão",25,"Right Winger","Montalegre","out",0,"Liga Nos",2019,FALSE
"47747","Desportivo Aves","Luis Fariña",28,"Attacking Midfield","Cerro Porteño","out",0,"Liga Nos",2019,FALSE
"47748","Desportivo Aves","Vítor Gomes",31,"Central Midfield","Omonia Nikosia","out",0,"Liga Nos",2019,FALSE
"47749","Desportivo Aves","Rodrigo Defendi",33,"Centre-Back","Estoril","out",0,"Liga Nos",2019,FALSE
"47750","Desportivo Aves","Diego Galo",35,"Centre-Back","Chaves","out",0,"Liga Nos",2019,FALSE
"47751","Desportivo Aves","Michel Douglas",27,"Centre-Forward","Guarani","out",0,"Liga Nos",2019,TRUE
"47752","Desportivo Aves","Mato Milos",27,"Right-Back","Without Club","out",0,"Liga Nos",2019,FALSE
"47753","Desportivo Aves","Jonathan Buatu",26,"Centre-Back","Rio Ave FC","out",0,"Liga Nos",2019,TRUE
"47754","Desportivo Aves","Quentin Beunardeau",26,"Goalkeeper","Without Club","out",0,"Liga Nos",2019,FALSE
"47755","Desportivo Aves","Ablaye Faye",25,"Defensive Midfield","Without Club","out",0,"Liga Nos",2019,FALSE
"47756","Desportivo Aves","Andrés Cabrera",24,"Defensive Midfield","Aves U23","out",0,"Liga Nos",2019,FALSE
"47757","Desportivo Aves","Welinton Junior",26,"Right Winger","Without Club","out",0,"Liga Nos",2019,FALSE
"47758","Desportivo Aves","Mama Baldé",23,"Right Winger","Sporting CP U23","out",0,"Liga Nos",2019,TRUE
"47759","Desportivo Aves","Vítor Costa",24,"Left-Back","Inter de Lages","out",0,"Liga Nos",2019,TRUE
"47760","Desportivo Aves","Bruno Gomes",22,"Centre-Forward","Estoril","out",0,"Liga Nos",2019,TRUE
"47761","Desportivo Aves","André Ferreira",23,"Goalkeeper","Benfica B","out",0,"Liga Nos",2019,TRUE
"47776","Portimonense SC","Rúben Fernandes",33,"Centre-Back","Gil Vicente","out",0,"Liga Nos",2019,FALSE
"47777","Portimonense SC","Brendon Estevam",24,"Centre-Back","Covilhã","out",0,"Liga Nos",2019,TRUE
"47778","Portimonense SC","Leonardo",26,"Goalkeeper","Penafiel","out",0,"Liga Nos",2019,TRUE
"47779","Portimonense SC","Carlos Henriques",25,"Goalkeeper","Covilhã","out",0,"Liga Nos",2019,TRUE
"47780","Portimonense SC","Marcel",26,"Defensive Midfield","Penafiel","out",0,"Liga Nos",2019,FALSE
"47781","Portimonense SC","Jorge Pires",38,"Centre-Forward","Penafiel","out",0,"Liga Nos",2019,FALSE
"47782","Portimonense SC","Felipe Macedo",25,"Centre-Back","Penafiel","out",0,"Liga Nos",2019,TRUE
"47783","Portimonense SC","Gleison",24,"Second Striker","Penafiel","out",0,"Liga Nos",2019,TRUE
"47784","Portimonense SC","Jean Felipe",25,"Right-Back","Chaves","out",0,"Liga Nos",2019,TRUE
"47785","Portimonense SC","Ruster",23,"Left Midfield","Penafiel","out",0,"Liga Nos",2019,TRUE
"47786","Portimonense SC","Theo Ryuki",23,"Attacking Midfield","Retired","out",0,"Liga Nos",2019,FALSE
"47787","Portimonense SC","Lucas Fernandes",21,"Attacking Midfield","São Paulo","out",0,"Liga Nos",2019,TRUE
"47788","Portimonense SC","Paulinho Bóia",21,"Right Winger","São Paulo","out",0,"Liga Nos",2019,TRUE
"47789","Portimonense SC","Jackson Martínez",32,"Centre-Forward","GZ Evergrande","out",0,"Liga Nos",2019,TRUE
"47790","Portimonense SC","Vítor Tormena",23,"Centre-Back","Gil Vicente","out",0,"Liga Nos",2019,TRUE
"47791","Portimonense SC","João Carlos",24,"Centre-Forward","Sampaio-RJ","out",0,"Liga Nos",2019,TRUE
"47808","FC Paços de Ferreira","Júnior Pius",23,"Centre-Back","Royal Antwerp","out",0.9,"Liga Nos",2019,FALSE
"47809","FC Paços de Ferreira","Barnes Osei",24,"Right Midfield","Coimbra","out",0,"Liga Nos",2019,FALSE
"47810","FC Paços de Ferreira","Raúl Almeida",21,"Centre-Forward","Águeda","out",0,"Liga Nos",2019,TRUE
"47811","FC Paços de Ferreira","Pedro Marques",21,"Centre-Back","Felgueiras","out",0,"Liga Nos",2019,TRUE
"47812","FC Paços de Ferreira","Wagner",32,"Left Winger","Chaves","out",0,"Liga Nos",2019,FALSE
"47813","FC Paços de Ferreira","Diego Medeiros",26,"Left Winger","Mafra","out",0,"Liga Nos",2019,FALSE
"47814","FC Paços de Ferreira","Paulo Henrique",22,"Left-Back","Penafiel","out",0,"Liga Nos",2019,FALSE
"47815","FC Paços de Ferreira","Rui Correia",28,"Centre-Back","Nacional","out",0,"Liga Nos",2019,FALSE
"47816","FC Paços de Ferreira","Christian",30,"Central Midfield","Feirense","out",0,"Liga Nos",2019,FALSE
"47817","FC Paços de Ferreira","Gonçalo Gregório",24,"Centre-Forward","Braga B","out",0,"Liga Nos",2019,TRUE
"47818","FC Paços de Ferreira","Sodiq Fatai",23,"Right Winger","Chaves","out",0,"Liga Nos",2019,TRUE
"47819","FC Paços de Ferreira","Simão Rocha",18,"Left-Back","Amarante","out",0,"Liga Nos",2019,TRUE
"47820","FC Paços de Ferreira","Paul Ayongo",22,"Centre-Forward","Mafra","out",0,"Liga Nos",2019,TRUE
"47821","FC Paços de Ferreira","Abbas Ibrahim",21,"Central Midfield","Arouca","out",0,"Liga Nos",2019,TRUE
"47822","FC Paços de Ferreira","Nininho",27,"Right-Back","Without Club","out",0,"Liga Nos",2019,FALSE
"47823","FC Paços de Ferreira","Nathan Júnior",30,"Centre-Forward","Without Club","out",0,"Liga Nos",2019,FALSE
"47824","FC Paços de Ferreira","Denílson",25,"Left Winger","Atlético-MG","out",0,"Liga Nos",2019,TRUE
"47825","FC Paços de Ferreira","André Leão",34,"Defensive Midfield","Without Club","out",0,"Liga Nos",2019,FALSE
"47826","FC Paços de Ferreira","Bruno Leite",25,"Right-Back","Anápolis-GO","out",0,"Liga Nos",2019,TRUE
"47827","FC Paços de Ferreira","Carlos Henriques",25,"Goalkeeper","Portimonense","out",0,"Liga Nos",2019,TRUE
"47828","FC Paços de Ferreira","Marcos Valente",25,"Centre-Back","Vit. Guimarães","out",0,"Liga Nos",2019,TRUE
