"","Position","Age","Team_from","Team_to","Season","Market_value","Transfer_fee","Price_diff"
"4216","Centre-Back",26,"Southampton","Liverpool","2017",30,78.8,48.8
"4217","Centre-Forward",29,"Chelsea","Atlético Madrid","2017",50,66,16
"4218","Centre-Forward",24,"Real Madrid","Chelsea","2017",40,66,26
"4219","Centre-Back",23,"Athletic Bilbao","Man City","2017",25,65,40
"4220","Centre-Forward",28,"Bor. Dortmund","Arsenal","2017",65,63.75,-1.25
"4221","Left-Back",23,"Monaco","Man City","2017",13,57.5,44.5
"4222","Centre-Forward",26,"Olympique Lyon","Arsenal","2017",40,53,13
"4223","Right-Back",27,"Spurs","Man City","2017",30,52.7,22.7
"4224","Right Winger",22,"Monaco","Man City","2017",40,50,10
"4225","Attacking Midfield",27,"Swansea","Everton","2017",25,49.4,24.4
"4226","Defensive Midfield",29,"Chelsea","Man Utd","2017",35,44.7,9.7
"4227","Centre-Back",30,"Juventus","AC Milan","2017",45,42,-3
"4228","Right Winger",25,"AS Roma","Liverpool","2017",35,42,7
"4229","Central Midfield",22,"Olympique Lyon","Bayern Munich ","2017",22,41.5,19.5
"4230","Right Winger",23,"Fiorentina","Juventus","2017",30,40,10
"4231","Centre-Forward",26,"Villarreal CF","BJ Sinobo Guoan","2017",25,40,15
"4232","Goalkeeper",23,"Benfica","Man City","2017",22,40,18
"4233","Defensive Midfield",22,"Monaco","Chelsea","2017",16,40,24
"4234","Central Midfield",29,"GZ Evergrande","FC Barcelona","2017",15,40,25
"4235","Centre-Back",21,"AFC Ajax","Spurs","2017",12,40,28
"4236","Centre-Forward",21,"FC Porto","AC Milan","2017",22,38,16
"4237","Right Midfield",24,"Arsenal","Liverpool","2017",22,38,16
"4238","Central Midfield",27,"Leicester","Chelsea","2017",9,37.9,28.9
"4239","Left Winger",27,"Sevilla FC","Atlético Madrid","2017",25,36,11
"4240","Centre-Back",24,"AS Roma","Chelsea","2017",25,35,10
"4241","Centre-Back",22,"Benfica","Man Utd","2017",22,35,13
"4242","Centre-Back",26,"Real Sociedad","Athletic Bilbao","2017",25,32,7
"4243","Right-Back",23,"Benfica","FC Barcelona","2017",20,30.57,10.57
"4244","Left Winger",24,"Atlético Madrid","DL Yifang","2017",40,30,-10
"4245","Left Winger",22,"Lazio","Monaco","2017",25,30,5
"4246","Right-Back",26,"Real Madrid","Man City","2017",16,30,14
"4247","Centre-Back",24,"Burnley","Everton","2017",18,28.5,10.5
"4248","Goalkeeper",23,"Sunderland","Everton","2017",15,28.5,13.5
"4249","Right Winger",25,"Paris SG","Spurs","2017",28,28.4,0.399999999999999
"4250","Centre-Back",27,"Liverpool","Crystal Palace","2017",15,28.2,13.2
"4251","Centre-Forward",20,"Man City","Leicester","2017",15,27.7,12.7
"4252","Attacking Midfield",24,"AFC Ajax","Everton","2017",18,27,9
"4253","Centre-Back",22,"Sampdoria","Inter","2017",7,27,20
"4254","Central Midfield",20,"RSC Anderlecht","Monaco","2017",22,25,3
"4255","Right Winger",27,"Dynamo Kyiv","Bor. Dortmund","2017",18,25,7
"4256","Right-Back",24,"Paris SG","Spurs","2017",15,25,10
"4257","Right-Back",25,"Torino","Chelsea","2017",8.5,25,16.5
"4258","Central Midfield",28,"Sporting CP","Leicester","2017",25,24.5,-0.5
"4259","Left-Back",19,"Atlético Madrid","Real Madrid","2017",15,24,9
"4260","Central Midfield",25,"Fiorentina","Inter","2017",13,24,11
"4261","Centre-Forward",24,"River Plate","Bay. Leverkusen","2017",12,24,12
"4262","Right-Back",23,"Atalanta","AC Milan","2017",10,24,14
"4263","Defensive Midfield",23,"AS Roma","Zenit S-Pb","2017",13,23,10
"4264","Left Winger",28,"West Ham","Swansea","2017",18,22.8,4.8
"4265","Centre-Back",22,"Chelsea","Bournemouth","2017",8,22.8,14.8
"4266","Right Winger",28,"Arsenal","Everton","2017",20,22.5,2.5
"4267","Centre-Forward",26,"Besiktas","Everton","2017",10.5,22.5,12
"4268","Left Winger",28,"Stoke City","West Ham","2017",15,22.3,7.3
"4269","Left Winger",23,"Bay. Leverkusen","AC Milan","2017",20,22,2
"4270","Centre-Forward",26,"Monaco","Southampton","2017",6,22,16
"4271","Centre-Forward",26,"Sampdoria","Sevilla FC","2017",17,21.5,4.5
"4272","Centre-Back",22,"FC Basel","Bor. Dortmund","2017",5,21.5,16.5
"4273","Left Winger",21,"Juventus","Bayern Munich ","2017",20,21,1
"4274","Centre-Forward",16,"Genoa","Monaco","2017",8,21,13
"4275","Centre-Forward",26,"Burnley","Watford","2017",10,20.4,10.4
"4276","Central Midfield",30,"Paris SG","Juventus","2017",30,20,-10
"4277","Right Winger",29,"Chelsea","Juventus","2017",25,20,-5
"4278","Centre-Back",21,"TSG Hoffenheim","Bayern Munich ","2017",25,20,-5
"4279","Central Midfield",23,"Atalanta","Inter","2017",20,20,0
"4280","Central Midfield",26,"Bay. Leverkusen","RB Leipzig","2017",15,20,5
"4281","Left Winger",23,"SC Freiburg","Bor. Dortmund","2017",15,20,5
"4282","Attacking Midfield",22,"Atlético Madrid","FC Porto","2017",14,20,6
"4283","Left-Back",23,"AS Roma","Chelsea","2017",14,20,6
"4284","Centre-Back",25,"Torino","SSC Napoli","2017",10,20,10
"4285","Left-Back",23,"OGC Nice","Inter","2017",5,20,15
"4286","Centre-Back",24,"Spurs","Stoke City","2017",7,19.4,12.4
"4287","Defensive Midfield",22,"Spurs","FC Schalke 04","2017",18,19,1
"4288","Centre-Back",26,"Villarreal CF","AC Milan","2017",18,18,0
"4289","Defensive Midfield",20,"FC Porto","Wolves","2017",10,17.9,7.9
"4290","Centre-Forward",29,"Bay. Leverkusen","West Ham","2017",18,17.8,-0.199999999999999
"4291","Centre-Back",19,"Olympiacos","Bay. Leverkusen","2017",5,17.5,12.5
"4292","Centre-Forward",24,"Nottm Forest","Middlesbrough","2017",5,17.1,12.1
"4293","Defensive Midfield",31,"Lazio","AC Milan","2017",20,17,-3
"4294","Centre-Forward",31,"Arsenal","Chelsea","2017",20,17,-3
"4295","Centre-Back",30,"Bayern Munich ","Juventus","2017",15,17,2
"4296","Centre-Back",23,"Bor. Dortmund","Bor. M'gladbach","2017",15,17,2
"4297","Centre-Back",24,"Hertha BSC","VfL Wolfsburg","2017",14,17,3
"4298","Centre-Forward",24,"PSV Eindhoven","Brighton","2017",8.5,17,8.5
"4299","Defensive Midfield",23,"Juventus","Southampton","2017",7.5,17,9.5
"4300","Centre-Forward",24,"1.FSV Mainz 05","1. FC K?ln","2017",7,17,10
"4301","Left Winger",19,"FC Metz","Stade Rennais","2017",2.5,17,14.5
"4302","Attacking Midfield",24,"Everton","Chelsea","2017",25,16.9,-8.1
"4303","Central Midfield",20,"Real Betis","Real Madrid","2017",10,16.5,6.5
"4304","Centre-Back",23,"Lazio","Southampton","2017",7.5,16.4,8.9
"4305","Centre-Forward",25,"Leeds","Burnley","2017",6,16.4,10.4
"4306","Left Midfield",26,"Hull City","Swansea","2017",2.5,16.3,13.8
"4307","Centre-Forward",26,"Juventus","Valencia CF","2017",15,16,1
"4308","Left-Back",27,"Real Sociedad","Paris SG","2017",10,16,6
"4309","Centre-Back",21,"Olympique Lyon","Zenit S-Pb","2017",7,16,9
"4310","Central Midfield",27,"Galatasaray","Stoke City","2017",7,16,9
"4311","Centre-Forward",20,"Paris SG","RB Leipzig","2017",3,16,13
"4312","Right Winger",20,"RB Leipzig","West Brom","2017",7,15.2,8.2
"4313","Centre-Forward",32,"Swansea","Spurs","2017",6,15.1,9.1
"4314","Left-Back",24,"VfL Wolfsburg","AC Milan","2017",17,15,-2
"4315","Left Winger",25,"Club Brugge","Brighton","2017",14,15,1
"4316","Centre-Forward",29,"Benfica","Marseille","2017",12,15,3
"4317","Centre-Back",23,"Feyenoord","Monaco","2017",10,15,5
"4318","Centre-Forward",22,"Genoa","Fiorentina","2017",10,15,5
"4319","Defensive Midfield",29,"Sevilla FC","Leicester","2017",9,15,6
"4320","Centre-Forward",21,"River Plate","Zenit S-Pb","2017",8,15,7
"4321","Second Striker",23,"Inter","Sampdoria","2017",6,15,9
"4322","Defensive Midfield",26,"Arsenal","Valencia CF","2017",12,14,2
"4323","Centre-Forward",20,"Man City","Villarreal CF","2017",10,14,4
"4324","Centre-Back",23,"Sporting CP","Villarreal CF","2017",9,14,5
"4325","Right-Back",22,"Feyenoord","AS Roma","2017",9,14,5
"4326","Central Midfield",20,"Santos FC","LOSC Lille","2017",3,14,11
"4327","Centre-Forward",27,"Southampton","West Brom","2017",10,13.7,3.7
"4328","Centre-Back",24,"Hull City","Leicester","2017",8,13.7,5.7
"4329","Central Midfield",26,"Middlesbrough","Atalanta","2017",10,13.5,3.5
"4330","Right Winger",20,"Basaksehir","AS Roma","2017",5,13.4,8.4
"4331","Centre-Forward",28,"Man City","Swansea","2017",18,13,-5
"4332","Left Winger",22,"Galatasaray","RB Leipzig","2017",11,13,2
"4333","Central Midfield",21,"Dinamo Zagreb","SSC Napoli","2017",10,13,3
"4334","Central Midfield",25,"PSV Eindhoven","Brighton","2017",10,13,3
"4335","Centre-Forward",30,"TSG Hoffenheim","Bayern Munich ","2017",9,13,4
"4336","Centre-Forward",22,"Montpellier","Huddersfield","2017",5.5,13,7.5
"4337","Left Winger",20,"Bor. Dortmund","Celta de Vigo","2017",5,13,8
"4339","Central Midfield",28,"UD Las Palmas","Swansea","2017",12,12.5,0.5
"4340","Right-Back",27,"Torino","AS Roma","2017",11,12.5,1.5
"4341","Centre-Back",28,"Fenerbahce","Sevilla FC","2017",11,12.5,1.5
"4342","Left Winger",27,"Sevilla FC","FC Schalke 04","2017",10,12.5,2.5
"4343","Centre-Back",28,"Bor. Dortmund","Bay. Leverkusen","2017",7,12.5,5.5
"4344","Left Winger",20,"Fluminense","Watford","2017",2,12.4,10.4
"4345","Attacking Midfield",24,"Norwich","Huddersfield","2017",5,12.35,7.35
"4346","Attacking Midfield",18,"Independiente","Atlanta United","2017",6.5,12.28,5.78
"4347","Goalkeeper",27,"Arsenal","Juventus","2017",17,12.2,-4.8
"4348","Centre-Back",27,"Bay. Leverkusen","Bor. Dortmund","2017",16,12,-4
"4349","Central Midfield",21,"Bor. M'gladbach","Bor. Dortmund","2017",15,12,-3
"4350","Right Winger",23,"Everton","FC Barcelona","2017",12,12,0
"4351","Attacking Midfield",21,"Málaga CF","Villarreal CF","2017",10,12,2
"4352","Right-Back",24,"AC Milan","Juventus","2017",8.5,12,3.5
"4353","Centre-Forward",31,"Bor. Dortmund","CQ Dangdai Lif.","2017",5,12,7
"4354","Defensive Midfield",20,"BSC Young Boys","Bor. M'gladbach","2017",4,12,8
"4355","Left Winger",22,"Grêmio","Spartak Moscow","2017",1.5,12,10.5
"4357","Centre-Back",23,"Palmeiras","FC Barcelona","2017",9,11.8,2.8
"4358","Centre-Forward",27,"Middlesbrough","Sheff Wed","2017",10,11.7,1.7
"4359","Goalkeeper",30,"Chelsea","Bournemouth","2017",8,11.5,3.5
"4360","Centre-Forward",29,"S?o Paulo","River Plate","2017",4.5,11.5,7
"4361","Centre-Forward",26,"Toulouse","Middlesbrough","2017",7.5,11.3,3.8
"4362","Right Winger",22,"Norwich","Newcastle","2017",1,11.3,10.3
"4363","Right Winger",24,"Newcastle","Marseille","2017",18,11,-7
"4364","Centre-Back",26,"Arsenal","Valencia CF","2017",13,11,-2
"4365","Left Winger",20,"LOSC Lille","Olympique Lyon","2017",12,11,-1
"4366","Left-Back",20,"Corinthians","Sevilla FC","2017",10,11,1
"4367","Centre-Forward",27,"Inter","Monaco","2017",10,11,1
"4368","Attacking Midfield",28,"UD Las Palmas","BJ Sinobo Guoan","2017",8,11,3
"4369","Centre-Forward",30,"Corinthians","Nagoya Grampus","2017",4,11,7
"4370","Attacking Midfield",19,"Hajduk Split","Everton","2017",4,10.8,6.8
"4371","Centre-Back",27,"Bor. Dortmund","Real Betis","2017",15,10.5,-4.5
"4372","Central Midfield",20,"Boca Juniors","Juventus","2017",6,10.5,4.5
"4373","Right Winger",21,"S?o Paulo","LOSC Lille","2017",0.5,10.5,10
"4374","Centre-Forward",25,"Preston NE","West Ham","2017",3,10.2,7.2
"4375","Defensive Midfield",29,"VfL Wolfsburg","Marseille","2017",12,10,-2
"4376","Central Midfield",21,"Sassuolo","AS Roma","2017",12,10,-2
"4377","Defensive Midfield",27,"Málaga CF","VfL Wolfsburg","2017",10,10,0
"4378","Central Midfield",22,"Torino","Fiorentina","2017",9.5,10,0.5
"4379","Centre-Forward",28,"West Ham","Stade Rennais","2017",8,10,2
"4380","Right Winger",21,"Chelsea","Olympique Lyon","2017",8,10,2
"4381","Centre-Forward",19,"KV Oostende","VfL Wolfsburg","2017",6.5,10,3.5
"4382","Centre-Back",26,"SD Eibar","Newcastle","2017",5,10,5
"4383","Centre-Forward",25,"Chievo Verona","SSC Napoli","2017",4.5,10,5.5
"4384","Left Winger",20,"G. Bordeaux","SSC Napoli","2017",4,10,6
"4385","Centre-Forward",24,"Dijon","Saint-étienne","2017",3,10,7
"4386","Right Winger",22,"SCO Angers","LOSC Lille","2017",3,10,7
"4387","Right Winger",20,"Monaco","OGC Nice","2017",3,10,7
"4388","Centre-Forward",21,"Stade Rennais","Monaco","2017",1.5,10,8.5
"4389","Central Midfield",20,"Celta de Vigo","Olympique Lyon","2017",0.8,10,9.2
"4390","Attacking Midfield",22,"Sampdoria","Sporting CP","2017",7.5,9.69,2.19
"4391","Left Midfield",25,"Racing Club","Sporting CP","2017",7,9.59,2.59
"4392","Central Midfield",27,"Everton","Watford","2017",8,9.3,1.3
"4393","Centre-Forward",27,"Braga","Fulham","2017",3,9.13,6.13
"4394","Central Midfield",22,"Derby","Watford","2017",8,9.1,1.1
"4395","Right Winger",25,"Derby","Huddersfield","2017",7,9.1,2.1
"4396","Central Midfield",26,"Man City","Huddersfield","2017",5,9.1,4.1
"4397","Defensive Midfield",28,"Swansea","Burnley","2017",5,9.1,4.1
"4398","Centre-Forward",28,"Rubin Kazan","Hannover 96","2017",7,9,2
"4399","Right Winger",24,"Independiente","Zenit S-Pb","2017",7,9,2
"4400","Left-Back",23,"Hull City","Liverpool","2017",7,9,2
"4401","Attacking Midfield",26,"Middlesbrough","Sampdoria","2017",6,9,3
"4402","Centre-Back",20,"AFC Ajax","Crystal Palace","2017",5,9,4
"4403","Defensive Midfield",25,"S?o Paulo","LOSC Lille","2017",3.5,9,5.5
"4404","Right-Back",25,"Saint-étienne","LOSC Lille","2017",3,9,6
"4405","Attacking Midfield",27,"Dynamo Kyiv","Galatasaray","2017",9,8.75,-0.25
"4406","Defensive Midfield",27,"Tigres UANL","Sevilla FC","2017",4,8.7,4.7
"4407","Right Winger",22,"Man Utd","Real Sociedad","2017",7,8.5,1.5
"4408","Left Winger",21,"Werder Bremen","Bayern Munich ","2017",15,8,-7
"4409","Centre-Forward",27,"Monaco","Marseille","2017",10,8,-2
"4410","Centre-Back",26,"Inter","AS Roma","2017",7.5,8,0.5
"4411","Defensive Midfield",23,"Zulte Waregem","Monaco","2017",7,8,1
"4412","Attacking Midfield",27,"RSC Anderlecht","Spartak Moscow","2017",7,8,1
"4413","Left Winger",20,"KAS Eupen","Everton","2017",7,8,1
"4414","Left Winger",21,"CF Pachuca","PSV Eindhoven","2017",6.5,8,1.5
"4415","Defensive Midfield",24,"Atlético Madrid","Zenit S-Pb","2017",6,8,2
"4416","Centre-Forward",22,"RB Leipzig","Hertha BSC","2017",6,8,2
"4417","Centre-Forward",26,"LOSC Lille","G. Bordeaux","2017",5.5,8,2.5
"4418","Centre-Back",27,"West Ham","TSG Hoffenheim","2017",5,8,3
"4419","Centre-Forward",23,"Real Madrid","Olympique Lyon","2017",5,8,3
"4420","Centre-Back",26,"Palmeiras","Fiorentina","2017",4.5,8,3.5
"4421","Centre-Back",27,"Rostov","Zenit S-Pb","2017",4,8,4
"4422","Second Striker",26,"Bay. Leverkusen","VfL Wolfsburg","2017",3.5,8,4.5
"4423","Left Winger",22,"RB Salzburg","Krasnodar","2017",2.75,8,5.25
"4424","Second Striker",28,"Fulham","Reading","2017",2.5,8,5.5
"4425","Attacking Midfield",20,"FC Nantes","FC Schalke 04","2017",2,8,6
"4426","Centre-Back",18,"Atalanta","Inter","2017",1.5,8,6.5
"4427","Attacking Midfield",18,"AC Le Havre","Stade Rennais","2017",0.15,8,7.85
"4429","Centre-Forward",22,"FC Midtjylland","Crystal Palace","2017",2,7.8,5.8
"4430","Centre-Back",25,"FC Porto","Stoke City","2017",11,7.7,-3.3
"4431","Centre-Back",20,"Juventus","Cagliari Calcio","2017",1,7.6,6.6
"4432","Right Winger",26,"Ludogorets","G. Bordeaux","2017",10,7.5,-2.5
"4433","Left-Back",27,"Arsenal","West Brom","2017",10,7.5,-2.5
"4434","Centre-Back",28,"S?o Paulo","Galatasaray","2017",8,7.5,-0.5
"4435","Central Midfield",20,"Fluminense","Sporting CP","2017",7.5,7.5,0
"4436","Left Winger",25,"Chelsea","Newcastle","2017",5,7.5,2.5
"4437","Central Midfield",26,"Osmanlispor","Galatasaray","2017",5,7.5,2.5
"4438","Centre-Back",19,"Rapid Vienna","AFC Ajax","2017",0.7,7.5,6.8
"4439","Centre-Forward",21,"West Ham","Middlesbrough","2017",1,7.3,6.3
"4440","Defensive Midfield",20,"Estudiantes","VfB Stuttgart","2017",7.5,7.2,-0.3
"4441","Centre-Forward",20,"Vitesse","West Brom","2017",0.7,7.2,6.5
"4442","Left Winger",30,"Club Tijuana","Monterrey","2017",2.5,7.13,4.63
"4443","Centre-Back",22,"Club Brugge","Olympiacos","2017",8,7.1,-0.9
"4444","Central Midfield",29,"Inter","Sevilla FC","2017",16,7,-9
"4445","Left Winger",30,"Man City","Sevilla FC","2017",12,7,-5
"4446","Attacking Midfield",27,"Montpellier","Real Betis","2017",10,7,-3
"4447","Attacking Midfield",27,"Zenit S-Pb","Fenerbahce","2017",9,7,-2
"4448","Central Midfield",24,"Aston Villa","Fiorentina","2017",9,7,-2
"4449","Central Midfield",20,"RB Salzburg","RB Leipzig","2017",8,7,-1
"4450","Centre-Forward",23,"FC Utrecht","E. Frankfurt","2017",8,7,-1
"4451","Centre-Back",23,"Real Madrid","Real Sociedad","2017",7.5,7,-0.5
"4452","Centre-Forward",23,"Spurs","Marseille","2017",7,7,0
"4453","Centre-Back",30,"Besiktas","Olympique Lyon","2017",6.5,7,0.5
"4454","Centre-Back",20,"Sporting Gijón","1. FC K?ln","2017",6,7,1
"4455","Central Midfield",23,"Levante UD","Real Betis","2017",5,7,2
"4456","Right Winger",19,"Monaco","Paris SG","2018",120,135,15
"4457","Centre-Forward",33,"Real Madrid","Juventus","2018",100,117,17
"4458","Left Winger",22,"Monaco","Atlético Madrid","2018",65,70,5
"4459","Right Winger",27,"Leicester","Man City","2018",50,67.8,17.8
"4460","Goalkeeper",25,"AS Roma","Liverpool","2018",60,62.5,2.5
"4461","Central Midfield",23,"RB Leipzig","Liverpool","2018",65,60,-5
"4462","Central Midfield",25,"Shakhtar D.","Man Utd","2018",32,59,27
"4463","Defensive Midfield",26,"SSC Napoli","Chelsea","2018",50,57,7
"4464","Defensive Midfield",24,"Monaco","Liverpool","2018",45,45,0
"4465","Left Winger",18,"Flamengo","Real Madrid","2018",35,45,10
"4466","Right Winger",21,"G. Bordeaux","FC Barcelona","2018",45,41,-4
"4467","Right-Back",24,"Valencia CF","Juventus","2018",35,40.4,5.4
"4468","Right Winger",27,"Bayern Munich ","Juventus","2018",55,40,-15
"4469","Left Winger",21,"Watford","Everton","2018",25,39.2,14.2
"4470","Central Midfield",30,"AS Roma","Inter","2018",45,38,-7
"4471","Right Winger",25,"Lazio","West Ham","2018",30,38,8
"4472","Centre-Back",23,"Sevilla FC","FC Barcelona","2018",25,35.9,10.9
"4473","Central Midfield",21,"Grêmio","FC Barcelona","2018",30,31,1
"4474","Central Midfield",27,"OGC Nice","Fulham","2018",30,30,0
"4475","Defensive Midfield",22,"Sampdoria","Arsenal","2018",30,30,0
"4476","Central Midfield",22,"CSKA Moscow","Monaco","2018",25,30,5
"4477","Right-Back",22,"Real Sociedad","Real Madrid","2018",25,30,5
"4478","Central Midfield",22,"Real Betis","SSC Napoli","2018",20,30,10
"4479","Centre-Forward",30,"1. FC K?ln","TJ Quanjian","2018",16,29,13
"4480","Centre-Back",22,"1.FSV Mainz 05","Bor. Dortmund","2018",12,28,16
"4481","Central Midfield",25,"Inter","Valencia CF","2018",30,25,-5
"4482","Right Winger",25,"Bologna","SSC Napoli","2018",25,25,0
"4483","Centre-Back",21,"Toulouse","West Ham","2018",22,25,3
"4484","Goalkeeper",26,"Bay. Leverkusen","Arsenal","2018",20,25,5
"4485","Centre-Back",25,"Bor. M'gladbach","Southampton","2018",14,25,11
"4486","Attacking Midfield",21,"Norwich","Leicester","2018",10,25,15
"4487","Attacking Midfield",29,"Paris SG","AS Roma","2018",15,24.7,9.7
"4488","Left-Back",28,"Paris SG","Athletic Bilbao","2018",17,24,7
"4489","Centre-Forward",25,"OGC Nice","Bor. M'gladbach","2018",18,23,5
"4490","Right-Back",24,"FC Porto","Leicester","2018",20,22,2
"4491","Right-Back",19,"FC Porto","Man Utd","2018",15,22,7
"4492","Goalkeeper",21,"Udinese Calcio","SSC Napoli","2018",12,22,10
"4493","Left-Back",25,"FC Barcelona","Everton","2018",15,20.2,5.2
"4494","Centre-Forward",23,"Newcastle","Fulham","2018",15,20.2,5.2
"4495","Defensive Midfield",26,"Sporting CP","Real Betis","2018",25,20,-5
"4496","Defensive Midfield",22,"Villarreal CF","Atlético Madrid","2018",25,20,-5
"4497","Right Winger",28,"Bor. Dortmund","West Ham","2018",23,20,-3
"4498","Centre-Forward",26,"Espanyol","Villarreal CF","2018",20,20,0
"4499","Centre-Forward",30,"Fiorentina","AC Milan","2018",14,20,6
"4500","Central Midfield",26,"Werder Bremen","Bor. Dortmund","2018",12,20,8
"4501","Central Midfield",21,"Juventus","Udinese Calcio","2018",10,20,10
"4502","Centre-Back",24,"Monaco","Huddersfield","2018",10,20,10
"4503","Left Winger",16,"Olympique Lyon","Monaco","2018",6,20,14
"4504","Right Winger",24,"AZ Alkmaar","Brighton","2018",18,19,1
"4505","Centre-Back",21,"RB Salzburg","Marseille","2018",10,19,9
"4506","Left Winger",18,"Vasco da Gama","Bay. Leverkusen","2018",25,18.5,-6.5
"4507","Centre-Forward",25,"SCO Angers","Villarreal CF","2018",18,18,0
"4508","Left Winger",23,"FC Basel","Southampton","2018",8.5,18,9.5
"4509","Left Winger",19,"AFC Ajax","AS Roma","2018",15,17.25,2.25
"4510","Centre-Forward",27,"SSC Napoli","Sampdoria","2018",20,17,-3
"4511","Central Midfield",21,"LOSC Lille","Brighton","2018",8,16.9,8.9
"4512","Centre-Forward",20,"Racing Club","Inter","2018",25,16,-9
"4513","Centre-Back",30,"Bor. Dortmund","Arsenal","2018",20,16,-4
"4514","Left-Back",28,"Man Utd","AFC Ajax","2018",18,16,-2
"4515","Right-Back",20,"Montpellier","RB Leipzig","2018",14,16,2
"4516","Centre-Back",21,"Stade Rennais","Sevilla FC","2018",15,15,0
"4517","Left Winger",23,"Sevilla FC","Lazio","2018",10,15,5
"4518","Centre-Forward",27,"Sassuolo","AS Roma","2018",10,15,5
"4519","Centre-Back",21,"Olympique Lyon","Valencia CF","2018",10,15,5
"4520","Defensive Midfield",25,"LOSC Lille","Sevilla FC","2018",3.5,15,11.5
"4521","Attacking Midfield",21,"Benfica","Nottm Forest","2018",2.5,15,12.5
"4522","Centre-Forward",19,"FC Sion","RB Leipzig","2018",1.5,15,13.5
"4523","Centre-Forward",24,"JS Suning","Villarreal CF","2018",2.5,14.9,12.4
"4524","Right Winger",26,"Stoke City","Liverpool","2018",18,14.7,-3.3
"4525","Attacking Midfield",24,"Chivas","Monterrey","2018",5.5,14.5,9
