"","Position","Age","Team_from","Team_to","Season","Market_value","Transfer_fee","Price_diff"
"2822","Left-Back",25,"Arsenal","Man City","2011",15,7.75,-7.25
"2823","Left Winger",20,"Parma","AS Roma","2011",4.8,7.6,2.8
"2824","Central Midfield",24,"Genoa","AC Milan","2011",15,7.5,-7.5
"2825","Centre-Forward",31,"Fenerbahce","Al Sadd","2011",11.5,7.5,-4
"2826","Right Winger",27,"Udinese Calcio","Juventus","2011",9,7.5,-1.5
"2827","Left Winger",22,"UD Almería","Valencia CF","2011",9,7.5,-1.5
"2828","Left Winger",18,"FC S?o Paulo B","Chelsea","2011",7.5,7.5,0
"2829","Central Midfield",21,"Real Zaragoza","Athletic Bilbao","2011",7.5,7.5,0
"2830","Centre-Forward",24,"SM Caen","Hilal","2011",6.5,7.5,1
"2831","Centre-Forward",22,"Levante UD","Loko Moscow","2011",5,7.5,2.5
"2832","Attacking Midfield",22,"Corinthians","Shakhtar D.","2011",3,7.5,4.5
"2833","Goalkeeper",28,"AFC Ajax","AS Roma","2011",11,7.33,-3.67
"2834","Left Winger",26,"RC Cesena","Juventus","2011",5,7.25,2.25
"2835","Attacking Midfield",28,"Fenerbahce","Arsenal","2011",8.5,7,-1.5
"2836","Defensive Midfield",24,"Chievo Verona","Genoa","2011",5.5,7,1.5
"2837","Centre-Forward",22,"FC Groningen","PSV Eindhoven","2011",5.5,7,1.5
"2838","Attacking Midfield",26,"Hilal","Fluminense","2011",4.5,7,2.5
"2839","Centre-Forward",26,"Anzhi","Al Gharafa","2011",2.5,7,4.5
"2840","Centre-Back",24,"Birmingham","Blackburn","2011",4.5,6.8,2.3
"2841","Goalkeeper",25,"Lazio","Galatasaray","2011",12,6.75,-5.25
"2842","Centre-Back",20,"Standard Liège","FC Porto","2011",5,6.75,1.75
"2843","Attacking Midfield",26,"Everton","Spartak Moscow","2011",6.5,6.7,0.2
"2844","Centre-Forward",24,"Paris SG","Stade Rennais","2011",7.25,6.6,-0.65
"2845","Centre-Forward",26,"Rangers","Everton","2011",5,6.6,1.6
"2846","Central Midfield",24,"Birmingham","Sunderland","2011",4,6.6,2.6
"2847","Centre-Forward",26,"Monaco","Arsenal","2011",7,6.5,-0.5
"2848","Central Midfield",19,"AC Milan","Genoa","2011",3.5,6.5,3
"2849","Central Midfield",30,"West Ham","Spurs","2011",14,6.2,-7.8
"2850","Central Midfield",26,"West Brom","Villarreal CF","2011",12,6,-6
"2851","Centre-Back",25,"LOSC Lille","Valencia CF","2011",12,6,-6
"2852","Central Midfield",23,"Standard Liège","FC Porto","2011",12,6,-6
"2853","Central Midfield",22,"Getafe CF","Valencia CF","2011",8,6,-2
"2854","Left-Back",25,"CA Osasuna","Málaga CF","2011",7,6,-1
"2855","Central Midfield",28,"AFC Ajax","Spartak Moscow","2011",6.5,6,-0.5
"2856","Centre-Forward",21,"Saint-étienne","Toulouse","2011",5.25,6,0.75
"2857","Central Midfield",24,"Werder Bremen","Palmeiras","2011",4.5,6,1.5
"2858","Centre-Forward",23,"Blackburn","Dnipro","2011",4.5,6,1.5
"2859","Right Midfield",25,"Club Brugge","Monaco","2011",3.5,6,2.5
"2860","Defensive Midfield",30,"G. Bordeaux","Shabab","2011",3,6,3
"2861","Centre-Forward",24,"Shakhtar D.","Grêmio","2011",2.8,6,3.2
"2863","Centre-Forward",29,"Panathinaikos","Lazio","2011",14,5.8,-8.2
"2864","Centre-Forward",31,"Fulham","QPR","2011",8,5.8,-2.2
"2865","Centre-Forward",22,"FC Sion","VfL Wolfsburg","2011",4.5,5.8,1.3
"2866","Right Winger",22,"Standard Liège","Anzhi","2011",4,5.7,1.7
"2867","Left-Back",20,"Inter","Newcastle","2011",7.5,5.65,-1.85
"2868","Centre-Back",24,"Real Madrid","Benfica","2011",10,5.5,-4.5
"2869","Right-Back",25,"Genoa","Bayern Munich ","2011",8,5.5,-2.5
"2870","Central Midfield",20,"1.FC Nuremberg","Bor. Dortmund","2011",6.5,5.5,-1
"2871","Left Midfield",22,"Corinthians","Benfica","2011",6,5.5,-0.5
"2872","Left Winger",22,"Club Brugge","Bor. Dortmund","2011",6,5.5,-0.5
"2873","Central Midfield",21,"Feyenoord","FC Twente","2011",5.5,5.5,0
"2874","Attacking Midfield",24,"Vélez Sarsfield","Atalanta","2011",5,5.3,0.3
"2875","Central Midfield",27,"Atalanta","US Palermo","2011",3.5,5.3,1.8
"2876","Centre-Back",24,"Reading","Leicester","2011",0.75,5.3,4.55
"2877","Attacking Midfield",24,"Pol. Warsaw","Trabzonspor","2011",3,5.25,2.25
"2878","Goalkeeper",28,"Cagliari Calcio","Lazio","2011",5.5,5.2,-0.3
"2879","Centre-Forward",24,"Reading","West Brom","2011",2,5.1,3.1
"2880","Centre-Forward",22,"FC Utrecht","Sporting CP","2011",6,5.08,-0.92
"2881","Centre-Back",29,"Chelsea","Paris SG","2011",13,5,-8
"2882","Defensive Midfield",29,"G. Bordeaux","Marseille","2011",12,5,-7
"2883","Central Midfield",25,"LOSC Lille","Newcastle","2011",11,5,-6
"2884","Defensive Midfield",30,"Sevilla FC","Trabzonspor","2011",10,5,-5
"2885","Second Striker",32,"Atlético Madrid","Inter","2011",10,5,-5
"2886","Attacking Midfield",21,"Bayern Munich ","Werder Bremen","2011",6.5,5,-1.5
"2887","Right Winger",24,"Espanyol","Real Madrid","2011",6.5,5,-1.5
"2888","Central Midfield",20,"Feyenoord","PSV Eindhoven","2011",6.5,5,-1.5
"2889","Centre-Forward",30,"Lazio","QPR","2011",6,5,-1
"2890","Centre-Forward",27,"Real Zaragoza","Villarreal CF","2011",5,5,0
"2891","Centre-Forward",19,"VVV-Venlo","CSKA Moscow","2011",5,5,0
"2892","Attacking Midfield",24,"FC Porto","Atlético Madrid","2011",4.9,5,0.0999999999999996
"2893","Right Winger",21,"Dinamo Bukarest","Udinese Calcio","2011",4.5,5,0.5
"2894","Right-Back",25,"Santos FC","Inter","2011",4.5,5,0.5
"2895","Second Striker",24,"Brescia","RC Cesena","2011",4.2,5,0.8
"2896","Central Midfield",27,"Spartak Moscow","Santos FC","2011",3.5,5,1.5
"2897","Central Midfield",27,"Atalanta","Juventus","2011",3.5,5,1.5
"2898","Centre-Forward",26,"Kuban Krasnodar","Rubin Kazan","2011",3,5,2
"2899","Defensive Midfield",22,"Chelsea","Benfica","2011",3,5,2
"2900","Right Midfield",19,"Cruzeiro","Dynamo Kyiv","2011",0.75,5,4.25
"2901","Defensive Midfield",28,"Getafe CF","Dnipro","2011",2.5,4.88,2.38
"2902","Second Striker",28,"Brescia","Bologna","2011",4,4.86,0.86
"2903","Centre-Forward",25,"Helsingborg","FC Utrecht","2011",4,4.8,0.8
"2904","Centre-Back",22,"Kayserispor","Fenerbahce","2011",6,4.75,-1.25
"2905","Centre-Back",25,"Man City","QPR","2011",7.5,4.7,-2.8
"2906","Left-Back",27,"Birmingham","Wigan","2011",2,4.7,2.7
"2907","Defensive Midfield",19,"FC Barcelona B","Chelsea","2011",2.5,4.6,2.1
"2908","Left-Back",24,"RC Cesena","Inter","2011",8.5,4.5,-4
"2909","Right Winger",29,"Man City","QPR","2011",8,4.5,-3.5
"2910","Right-Back",26,"Spurs","Aston Villa","2011",7.5,4.5,-3
"2911","Attacking Midfield",29,"Real Betis","Hilal","2011",7,4.5,-2.5
"2912","Centre-Back",30,"Man Utd","Sunderland","2011",6.5,4.5,-2
"2913","Centre-Forward",25,"Trabzonspor","Al-Ahli (UAE)","2011",6,4.5,-1.5
"2914","Centre-Forward",27,"TSG Hoffenheim","VfB Stuttgart","2011",6,4.5,-1.5
"2915","Central Midfield",26,"Cagliari Calcio","Fiorentina","2011",5.5,4.5,-1
"2916","Centre-Forward",27,"Getafe CF","Sevilla FC","2011",5.5,4.5,-1
"2917","Centre-Forward",22,"Liverpool","Bolton","2011",5,4.5,-0.5
"2918","Centre-Forward",25,"Birmingham","Stoke City","2011",4.5,4.5,0
"2919","Central Midfield",21,"FC Utrecht","PSV Eindhoven","2011",4,4.5,0.5
"2920","Centre-Back",27,"Dynamo Kyiv","Granada CF","2011",3.75,4.5,0.75
"2921","Right Winger",24,"RSC Anderlecht","Akhmat Grozny","2011",3.5,4.5,1
"2922","Second Striker",23,"Santos FC","Genoa","2011",3,4.5,1.5
"2923","Attacking Midfield",21,"Austria Vienna","Monaco","2011",3,4.5,1.5
"2924","Left-Back",21,"Sporting Gijón","AS Roma","2011",3,4.5,1.5
"2925","Attacking Midfield",23,"River Plate","Málaga CF","2011",2.7,4.5,1.8
"2926","Attacking Midfield",22,"Belgrano","US Palermo","2011",2.4,4.5,2.1
"2927","Goalkeeper",29,"Bolton","Wigan","2011",2,4.3,2.3
"2928","Right Winger",29,"Valencia CF","Málaga CF","2011",10,4.2,-5.8
"2929","Defensive Midfield",30,"Hilal","Al-Ain FC","2011",3,4.2,1.2
"2930","Goalkeeper",25,"Bologna","Inter","2011",12,4.1,-7.9
"2931","Left-Back",25,"PAOK Saloniki","VfL Wolfsburg","2011",8,4,-4
"2932","Attacking Midfield",28,"Shakhtar D.","S?o Paulo","2011",7.5,4,-3.5
"2933","Right-Back",27,"Genoa","Lazio","2011",5,4,-1
"2934","Central Midfield",29,"AS Nancy","Stade Rennais","2011",5,4,-1
"2935","Centre-Forward",27,"Hércules CF","Rubin Kazan","2011",5,4,-1
"2936","Left Winger",24,"1.FC K'lautern","Hamburger SV","2011",5,4,-1
"2937","Centre-Back",23,"AC Milan","Genoa","2011",5,4,-1
"2938","Centre-Forward",22,"Genclerbirligi","Besiktas","2011",4.5,4,-0.5
"2939","Goalkeeper",27,"Dinamo Moscow","Anzhi","2011",3.8,4,0.2
"2940","Centre-Forward",21,"AZ Alkmaar","AFC Ajax","2011",3.5,4,0.5
"2941","Right Winger",23,"Rentistas","Metalist","2011",3,4,1
"2942","Centre-Forward",23,"BSC Young Boys","Fenerbahce","2011",2.5,4,1.5
"2943","Left-Back",20,"Palmeiras","Granada CF","2011",2.5,4,1.5
"2944","Centre-Forward",20,"Nacional","Atlético-PR","2011",2,4,2
"2945","Central Midfield",20,"Santos FC","Shakhtar D.","2011",1.5,4,2.5
"2946","Centre-Back",23,"Parma","RC Cesena","2011",1.3,4,2.7
"2947","Goalkeeper",24,"US Palermo","Paris SG","2011",10,3.9,-6.1
"2948","Centre-Forward",25,"Watford","Swansea","2011",1.5,3.9,2.4
"2949","Centre-Back",21,"Peterborough","Norwich","2011",0.25,3.85,3.6
"2950","Centre-Forward",28,"Trabzonspor","Toulouse","2011",6,3.8,-2.2
"2951","Left-Back",25,"1.FSV Mainz 05","FC Schalke 04","2011",5,3.8,-1.2
"2952","Centre-Back",20,"Internacional","Inter","2011",3,3.8,0.8
"2953","Central Midfield",30,"Grêmio","DL Yifang","2011",2,3.79,1.79
"2954","Centre-Forward",31,"Spurs","Los Angeles","2011",7,3.75,-3.25
"2955","Goalkeeper",35,"Man City","Aston Villa","2011",5.5,3.75,-1.75
"2956","Right Winger",23,"FC Barcelona","Sporting CP","2011",5,3.75,-1.25
"2957","Central Midfield",24,"Spurs","Wolves","2011",4.5,3.75,-0.75
"2958","Right-Back",25,"Udinese Calcio","Juventus","2011",3.5,3.75,0.25
"2959","Centre-Forward",22,"Desp. Brasil","Trabzonspor","2011",3,3.75,0.75
"2960","Right Winger",24,"Bursaspor","Trabzonspor","2011",4.7,3.6,-1.1
"2961","Centre-Forward",20,"Watford","Bolton","2011",1,3.6,2.6
"2962","Centre-Forward",21,"Atlético-MG","FC Porto","2011",1.3,3.56,2.26
"2963","Right Winger",28,"Atlético Madrid","Sevilla FC","2011",15,3.5,-11.5
"2964","Left Winger",23,"Sevilla FC","Sporting CP","2011",8,3.5,-4.5
"2965","Left-Back",30,"FC Barcelona","Paris SG","2011",7,3.5,-3.5
"2966","Second Striker",25,"Bari","Udinese Calcio","2011",7,3.5,-3.5
"2967","Right-Back",28,"Arsenal","Galatasaray","2011",6,3.5,-2.5
"2968","Centre-Back",21,"Monaco","Marseille","2011",5,3.5,-1.5
"2969","Right Winger",25,"Hamburger SV","Stade Rennais","2011",4.5,3.5,-1
"2970","Centre-Back",27,"AC Milan","Paris SG","2012",38,42,4
"2971","Right Winger",26,"FC Porto","Zenit S-Pb","2012",37,40,3
"2972","Right Winger",20,"S?o Paulo","Paris SG","2012",35,40,5
"2973","Defensive Midfield",24,"Athletic Bilbao","Bayern Munich ","2012",30,40,10
"2974","Central Midfield",23,"Benfica","Zenit S-Pb","2012",20,40,20
"2975","Left Winger",21,"LOSC Lille","Chelsea","2012",33,35,2
"2976","Right Winger",24,"Shakhtar D.","Anzhi","2012",25,35,10
"2977","Attacking Midfield",20,"Internacional","Chelsea","2012",20,32,12
"2978","Centre-Forward",29,"Arsenal","Man Utd","2012",47.5,30.7,-16.8
"2979","Central Midfield",26,"Spurs","Real Madrid","2012",40,30,-10
"2980","Second Striker",27,"SSC Napoli","Paris SG","2012",30,28.95,-1.05
"2981","Centre-Forward",30,"AC Milan","Paris SG","2012",37,21,-16
"2982","Defensive Midfield",25,"Benfica","Man City","2012",15,20.2,5.2
"2983","Centre-Forward",22,"Man City","AC Milan","2012",24,20,-4
"2984","Defensive Midfield",24,"Arsenal","FC Barcelona","2012",25,19,-6
"2985","Central Midfield",27,"Málaga CF","Arsenal","2012",20,19,-1
"2986","Central Midfield",25,"Fulham","Spurs","2012",13,19,6
"2987","Central Midfield",22,"Swansea","Liverpool","2012",4,19,15
"2988","Left-Back",23,"Udinese Calcio","Juventus","2012",15,18,3
"2989","Centre-Forward",22,"Kuban Krasnodar","Anzhi","2012",7,18,11
"2990","Left Winger",23,"Bor. M'gladbach","Bor. Dortmund","2012",20,17.1,-2.9
"2991","Attacking Midfield",23,"Bor. Dortmund","Man Utd","2012",22,16,-6
"2992","Left Winger",25,"Metalist","Shakhtar D.","2012",12,15.24,3.24
"2993","Attacking Midfield",21,"Bologna","Southampton","2012",13.5,15.2,1.7
"2994","Centre-Forward",25,"Wolves","Sunderland","2012",6,15.2,9.2
"2995","Centre-Back",19,"Fiorentina","Man City","2012",5.5,15.2,9.7
"2996","Centre-Forward",23,"AC Milan","Corinthians","2012",28.5,15,-13.5
"2997","Centre-Forward",27,"1. FC K?ln","Arsenal","2012",20,15,-5
"2998","Centre-Forward",23,"Chelsea","Liverpool","2012",16,15,-1
"2999","Centre-Back",28,"Anzhi","QPR","2012",15,15,0
"3000","Defensive Midfield",21,"Everton","Man City","2012",15,15,0
"3001","Goalkeeper",28,"Udinese Calcio","Inter","2012",15,15,0
"3002","Left-Back",23,"Valencia CF","FC Barcelona","2012",10,14,4
"3003","Right Winger",23,"Arsenal","Real Sociedad","2012",8,14,6
"3004","Right-Back",24,"Udinese Calcio","Juventus","2012",14,13.9,-0.0999999999999996
"3005","Left Winger",21,"AS Roma","Liverpool","2012",9,13.3,4.3
"3006","Attacking Midfield",29,"Spurs","Hamburger SV","2012",24.5,13,-11.5
"3007","Left Winger",26,"VfL Wolfsburg","Bayern Munich ","2012",14,13,-1
"3008","Left Winger",18,"River Plate","Monaco","2012",9,13,4
"3009","Attacking Midfield",20,"Inter","Liverpool","2012",9,13,4
"3010","Goalkeeper",25,"Olympique Lyon","Spurs","2012",19,12.6,-6.4
"3011","Right Winger",25,"Man City","Sunderland","2012",10.5,12.6,2.1
"3012","Centre-Back",25,"AFC Ajax","Spurs","2012",15,12.5,-2.5
"3013","Centre-Forward",28,"Inter","AC Milan","2012",14.5,12.5,-2
"3014","Defensive Midfield",22,"Stade Rennais","Rubin Kazan","2012",15,12,-3
"3015","Centre-Forward",25,"Montpellier","Arsenal","2012",13,12,-1
"3016","Centre-Forward",21,"FC Twente","Bor. M'gladbach","2012",12,12,0
"3017","Central Midfield",19,"Pescara","Paris SG","2012",10,12,2
"3018","Left Winger",20,"FC Twente","Benfica","2012",2.5,12,9.5
"3019","Second Striker",18,"Instituto","US Palermo","2012",2,11.9,9.9
"3020","Right Winger",20,"FC Basel","Bayern Munich ","2012",12.5,11.8,-0.699999999999999
"3021","Right Winger",20,"Crystal Palace","Man Utd","2012",3.5,11.75,8.25
"3022","Right Midfield",21,"Wigan","Chelsea","2012",6.5,11.5,5
"3023","Second Striker",25,"Parma","Juventus","2012",12.5,11,-1.5
"3024","Central Midfield",26,"FC Porto","Inter","2012",12,11,-1
"3025","Right Winger",22,"Atlético Madrid","Benfica","2012",10,11,1
"3026","Centre-Forward",20,"Atalanta","Juventus","2012",4.5,11,6.5
"3027","Central Midfield",18,"Dinamo Zagreb","Inter","2012",3,11,8
"3028","Centre-Forward",26,"Marseille","QPR","2012",15,10.5,-4.5
"3029","Centre-Forward",30,"Genoa","Inter","2012",12,10.5,-1.5
"3030","Right-Back",21,"Grêmio","CSKA Moscow","2012",9,10.5,1.5
"3031","Centre-Forward",22,"Huddersfield","Blackburn","2012",3.5,10.1,6.6
"3032","Left-Back",26,"FC Porto","Inter","2012",16,10,-6
"3033","Central Midfield",29,"Chelsea","Fenerbahce","2012",15,10,-5
"3034","Centre-Forward",28,"Villarreal CF","Al Rayyan","2012",15,10,-5
"3035","Centre-Forward",25,"Villarreal CF","Fiorentina","2012",10,10,0
"3036","Attacking Midfield",24,"FC Sochaux","LOSC Lille","2012",9.5,10,0.5
"3037","Attacking Midfield",22,"TSG Hoffenheim","Spurs","2012",8.5,10,1.5
"3038","Left-Back",26,"Málaga CF","Arsenal","2012",6,10,4
"3039","Left Winger",26,"Wolves","West Ham","2012",8,9.5,1.5
"3040","Attacking Midfield",22,"Santos FC","S?o Paulo","2012",18,9.1,-8.9
"3041","Second Striker",27,"Hertha BSC","Dynamo Kyiv","2012",9,9,0
"3042","Centre-Forward",22,"Málaga CF","Rubin Kazan","2012",9,9,0
"3043","Centre-Forward",25,"Chiapas FC","FC Porto","2012",5,8.89,3.89
"3044","Right-Back",23,"Marseille","Chelsea","2012",7.5,8.8,1.3
"3045","Centre-Forward",21,"KRC Genk","Aston Villa","2012",3,8.8,5.8
"3046","Centre-Forward",22,"Burnley","Southampton","2012",5,8.65,3.65
"3047","Left Winger",25,"Kayserispor","Galatasaray","2012",6,8.6,2.6
"3048","Centre-Forward",27,"Newcastle","Chelsea","2012",15,8.5,-6.5
"3049","Centre-Forward",27,"Bor. Dortmund","GZ Evergrande","2012",10,8.5,-1.5
"3050","Defensive Midfield",19,"FC Basel","Bor. M'gladbach","2012",8.5,8.5,0
"3051","Defensive Midfield",23,"AFC Ajax","Newcastle","2012",6,8.5,2.5
"3052","Attacking Midfield",27,"Vasco da Gama","Ittihad","2012",4.5,8.2,3.7
"3053","Left Winger",23,"Werder Bremen","Chelsea","2012",13,8,-5
"3054","Right-Back",25,"Sevilla FC","Juventus","2012",9.5,8,-1.5
"3055","Centre-Back",23,"Montpellier","Newcastle","2012",9,8,-1
"3056","Centre-Back",23,"Atlético Madrid","Bor. M'gladbach","2012",8,8,0
"3057","Defensive Midfield",27,"Fiorentina","SSC Napoli","2012",8,8,0
"3058","Central Midfield",25,"Real Madrid","QPR","2012",7,8,1
"3059","Left Winger",23,"Bor. Dortmund","VfL Wolfsburg","2012",7,8,1
"3060","Right Winger",27,"Dinamo Moscow","Loko Moscow","2012",6.5,8,1.5
"3061","Defensive Midfield",25,"Genoa","AC Milan","2012",6,8,2
"3062","Centre-Forward",25,"Villarreal CF","Dynamo Kyiv","2012",6,8,2
"3063","Right Midfield",20,"Inter","Udinese Calcio","2012",4,8,4
"3064","Defensive Midfield",21,"Vasco da Gama","Spartak Moscow","2012",2.5,8,5.5
"3065","Left Midfield",23,"Swansea","Man City","2012",8,7.8,-0.2
"3066","Right Winger",24,"Olympiacos","Everton","2012",8,7.65,-0.35
"3067","Attacking Midfield",28,"Inter","Galatasaray","2012",19,7.5,-11.5
"3068","Second Striker",29,"Fulham","Spurs","2012",15,7.5,-7.5
"3069","Centre-Forward",26,"Sunderland","Al-Ain FC","2012",12,7.5,-4.5
"3070","Second Striker",28,"Inter","SSC Napoli","2012",11,7.5,-3.5
"3071","Defensive Midfield",26,"Genoa","Dynamo Kyiv","2012",8,7.5,-0.5
"3072","Attacking Midfield",21,"Real Madrid","Valencia CF","2012",5,7.5,2.5
"3073","Centre-Forward",25,"Krasnodar","Spartak Moscow","2012",3.2,7.5,4.3
"3074","Attacking Midfield",18,"Crewe Alexandra","Man Utd","2012",0.25,7.5,7.25
"3075","Central Midfield",27,"Villarreal CF","Fiorentina","2012",12,7,-5
"3076","Central Midfield",27,"Juventus","Fenerbahce","2012",11,7,-4
"3077","Centre-Forward",21,"Siena","Genoa","2012",10,7,-3
"3078","Right Winger",27,"Valencia CF","Swansea","2012",9,7,-2
"3079","Centre-Forward",23,"Heerenveen","VfL Wolfsburg","2012",8,7,-1
"3080","Attacking Midfield",27,"Spurs","Dynamo Kyiv","2012",7.5,7,-0.5
"3081","Centre-Back",23,"1.FC Nuremberg","Bay. Leverkusen","2012",7.5,7,-0.5
"3082","Centre-Back",26,"Spurs","Loko Moscow","2012",7.5,7,-0.5
"3083","Defensive Midfield",23,"Celtic","Swansea","2012",3.5,7,3.5
"3084","Right Winger",25,"Fiorentina","Torino","2012",6.5,6.75,0.25
"3085","Central Midfield",24,"Bay. Leverkusen","Corinthians","2012",7,6.7,-0.3
"3086","Centre-Back",24,"Siena","Zenit S-Pb","2012",6,6.5,0.5
"3087","Centre-Forward",23,"AC Milan","Chievo Verona","2012",5,6.5,1.5
"3088","Centre-Forward",28,"Man City","Spurs","2012",25,6.4,-18.6
"3089","Right-Back",27,"LOSC Lille","Newcastle","2012",15,6.2,-8.8
"3090","Central Midfield",26,"Liverpool","Stoke City","2012",8,6.2,-1.8
"3091","Right-Back",24,"AFC Ajax","Paris SG","2012",9,6,-3
"3092","Defensive Midfield",26,"Marseille","QPR","2012",9,6,-3
"3093","Defensive Midfield",24,"AZ Alkmaar","CSKA Moscow","2012",8,6,-2
"3094","Left-Back",24,"Olympique Lyon","Valencia CF","2012",7,6,-1
"3095","Centre-Forward",28,"Flamengo","CSKA Moscow","2012",6.5,6,-0.5
"3096","Centre-Back",27,"RCD Mallorca","Wigan","2012",6,6,0
"3097","Attacking Midfield",28,"Cruzeiro","Santos FC","2012",5,6,1
"3098","Centre-Forward",24,"FC Sochaux","West Ham","2012",5,6,1
"3099","Centre-Forward",19,"Inter","FC Twente","2012",4.5,6,1.5
"3100","Attacking Midfield",30,"Corinthians","Al Gharafa","2012",3.5,6,2.5
"3102","Centre-Forward",27,"Swansea","Sunderland","2012",4,5.8,1.8
"3103","Centre-Forward",21,"Dynamo Kyiv","Atlético-MG","2012",2.5,5.8,3.3
"3104","Left Winger",30,"Spurs","Everton","2012",7,5.75,-1.25
"3105","Centre-Forward",23,"Botafogo","GZ Evergrande","2012",3,5.7,2.7
"3106","Centre-Back",18,"Corinthians","AS Roma","2012",0.75,5.7,4.95
"3107","Centre-Forward",23,"VfB Stuttgart","Bor. Dortmund","2012",8,5.5,-2.5
"3108","Centre-Forward",24,"Bay. Leverkusen","TSG Hoffenheim","2012",7.5,5.5,-2
"3109","Attacking Midfield",23,"FC Groningen","FC Twente","2012",7.5,5.5,-2
"3110","Left Winger",25,"Juventus","Werder Bremen","2012",5,5.5,0.5
"3111","Centre-Forward",18,"U. de Chile","Man Utd","2012",0.15,5.5,5.35
"3112","Centre-Back",23,"Coimbra-MG","Anzhi","2012",5.5,5.4,-0.0999999999999996
"3113","Right-Back",18,"Fluminense","Chelsea","2012",2,5.4,3.4
"3114","Right-Back",23,"Atalanta","Inter","2012",6.5,5.3,-1.2
"3115","Left Winger",26,"Botafogo","Udinese Calcio","2012",2.5,5.3,2.8
"3116","Centre-Forward",27,"Al Gharafa","Atlético-MG","2012",2,5.25,3.25
"3117","Centre-Forward",19,"Inter","Atalanta","2012",1.8,5.05,3.25
"3118","Centre-Forward",27,"Trabzonspor","Galatasaray","2012",12,5,-7
"3119","Centre-Forward",31,"Man Utd","Fulham","2012",11.5,5,-6.5
"3120","Second Striker",30,"AC Milan","Inter","2012",10,5,-5
"3121","Left Midfield",24,"Benfica","Ahli","2012",9,5,-4
"3122","Defensive Midfield",27,"Real Madrid","Anzhi","2012",8,5,-3
"3123","Centre-Back",24,"Vasco da Gama","Cruzeiro","2012",7.5,5,-2.5
"3124","Central Midfield",24,"Coimbra-MG","Corinthians","2012",7.5,5,-2.5
"3125","Centre-Forward",28,"Metalist","Shakhtar D.","2012",7,5,-2
"3126","Centre-Forward",25,"Hilal","Granada CF","2012",6.5,5,-1.5
"3127","Centre-Forward",30,"Udinese Calcio","Atalanta","2012",5.5,5,-0.5
"3128","Attacking Midfield",23,"AJ Auxerre","FC Lorient","2012",5,5,0
"3129","Goalkeeper",29,"Birmingham","West Brom","2012",5,5,0
"3130","Centre-Back",27,"Toulouse","Montpellier","2012",4.5,5,0.5
"3131","Centre-Forward",27,"FC Copenhagen","Loko Moscow","2012",4.5,5,0.5
"3132","Centre-Back",23,"Dinamo Zagreb","Dynamo Kyiv","2012",4,5,1
"3133","Centre-Back",25,"Villarreal CF","Rubin Kazan","2012",3.75,5,1.25
"3134","Left-Back",23,"Vitesse","Man Utd","2012",3,5,2
"3135","Centre-Back",25,"Corinthians","AS Roma","2012",2.5,5,2.5
"3137","Centre-Back",29,"Werder Bremen","VfL Wolfsburg","2012",6.5,4.8,-1.7
"3138","Centre-Back",28,"Bor. M'gladbach","Bayern Munich ","2012",8,4.7,-3.3
"3139","Defensive Midfield",22,"Bursaspor","Sunderland","2012",3.8,4.7,0.9
"3140","Left Winger",24,"U. de Chile","Bay. Leverkusen","2012",0.8,4.7,3.9
"3141","Centre-Back",26,"Rubin Kazan","Spartak Moscow","2012",13,4.5,-8.5
"3142","Left-Back",30,"US Palermo","AS Roma","2012",8.5,4.5,-4
"3143","Right Winger",24,"Sampdoria","Parma","2012",8,4.5,-3.5
"3144","Defensive Midfield",26,"Valencia CF","Fenerbahce","2012",8,4.5,-3.5
"3145","Attacking Midfield",26,"Racing Club","SH Shenhua","2012",4.5,4.5,0
"3146","Left Winger",26,"Desp. Brasil","Al-Jazira","2012",1,4.5,3.5
"3147","Left-Back",22,"FC Copenhagen","Everton","2012",0.8,4.5,3.7
"3148","Defensive Midfield",23,"Blackburn","Stoke City","2012",4.5,4.4,-0.0999999999999996
"3149","Left Winger",25,"Liaoning FC","DL Yifang","2012",0.25,4.3,4.05
"3150","Left Winger",22,"Esperance","Al Duhail","2012",2.75,4.25,1.5
"3151","Centre-Back",25,"Genoa","Fiorentina","2012",1.3,4.2,2.9
"3152","Right Winger",21,"Heerenveen","PSV Eindhoven","2012",7,4.1,-2.9
"3153","Centre-Forward",29,"Braga","Benfica","2012",8,4,-4
"3154","Left Winger",24,"Heerenveen","Liverpool","2012",7,4,-3
"3155","Centre-Forward",22,"Juventus","Genoa","2012",6.5,4,-2.5
"3156","Centre-Forward",21,"BSC Young Boys","Southampton","2012",6,4,-2
"3157","Central Midfield",26,"VfL Wolfsburg","Hamburger SV","2012",6,4,-2
"3158","Right Winger",25,"Fenerbahce","Al Duhail","2012",5,4,-1
"3159","Defensive Midfield",24,"AJ Auxerre","Monaco","2012",5,4,-1
"3160","Centre-Back",26,"AZ Alkmaar","AFC Ajax","2012",5,4,-1
"3161","Centre-Forward",19,"Genoa","Juventus","2012",5,4,-1
"3162","Right Winger",26,"TSG Hoffenheim","FC Schalke 04","2012",4.5,4,-0.5
"3163","Attacking Midfield",25,"Dijon","FC Lorient","2012",4.5,4,-0.5
"3164","Defensive Midfield",23,"AS Nancy","QPR","2012",4.5,4,-0.5
"3165","Centre-Forward",22,"Toulouse","Monaco","2012",4.5,4,-0.5
"3166","Right Winger",25,"SM Caen","Saint-étienne","2012",4.5,4,-0.5
"3167","Centre-Back",24,"Chievo Verona","AC Milan","2012",4.5,4,-0.5
